	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
IDI2	IDI2	5.2927861501377e-19	33282.0	11.3166265574054	0.905284611802164	1605.0	0.3426368026211523	0.46917467187755896	25	23.38998759431784
SAMD3	SAMD3	1.0668172735391402e-16	33281.0	10.818437093374	0.7593225032643696	12439.0	0.9611274676659439	0.8795293918669703	24	11.207481770204426
NDN	NDN	6.39678814952227e-17	33279.0	10.6804640252165	0.8988232876088966	9016.0	0.5473971471474989	0.5464371418490841	25	18.543883828576877
TMEM200A	TMEM200A	6.150076650705608e-164	33278.0	10.3735452520897	0.8781572624351165	9207.0	0.635792272254504	0.626986525762414	24	15.531040269157481
ADCYAP1R1	ADCYAP1R1	1.66259281570459e-13	33277.0	10.227203724305001	0.809130994338004	16234.0	1.439171222253545	1.2602046852398165	24	6.97349613517672
NRXN1	NRXN1	8.7853134640858e-15	33275.0	10.095468805023499	0.7968885306515701	16643.0	1.4563602584217905	1.2202088362982288	23	7.080024574162517
LYPD1	LYPD1	7.960649130895151e-14	33274.0	10.0065752939727	0.917573984242016	7160.0	0.7350284953303619	0.9717895278383247	25	9.540694289293507
BCL11A	BCL11A	2.58216181593213e-14	33273.0	9.956787136269211	0.668434286460161	8141.0	0.5390806121571273	0.3424969640180533	25	27.497197095200146
ITM2A	ITM2A	5.34433098036712e-13	33272.0	9.69491760579283	0.8797942746647379	3450.0	0.567854887703122	0.6821294400511295	25	13.380250407320906
USH1C	USH1C	1.1378034057087e-12	33271.0	9.67737844228105	0.6904776647383895	13496.0	1.044496511338833	1.01666217757908	23	8.491396770064968
NCKAP5	NCKAP5	2.93233549741972e-13	33270.0	9.40026154544354	0.905284611802164	6041.0	0.7097375694663863	0.7645149968171394	25	11.3673688706669
ANO5	ANO5	3.85782596684653e-12	33268.0	9.148414150653911	0.7563930945614106	13664.0	0.8854135345257742	0.882484425202444	25	9.363338751539537
SPOCK1	SPOCK1	4.442710362036899e-101	33264.0	8.725020519160779	0.8740821838692396	14199.0	1.1062812713209345	1.1762647897970242	25	6.477061384413735
C4BPB	C4BPB	2.2495754165440798e-10	33263.0	8.714880621350241	0.7982886962503131	16480.0	1.5619036853336452	1.3906552037555788	23	5.143602034997168
FAM110B	FAM110B	2.28288974958396e-10	33261.0	8.54014682711819	0.755414289491972	14649.0	1.1243964724248692	1.1814706770321464	25	6.276711304694994
CNKSR2	CNKSR2	1.66489285924228e-10	33260.0	8.475096480401259	0.8353278914043141	7808.0	0.6993621910230579	0.7225005539199028	25	10.762253741109557
DPYSL4	DPYSL4	6.54587940004664e-14	33259.0	8.434417150147981	0.9479070171295529	11805.0	0.6476203869857694	0.6225219415315937	25	12.508469571376583
TSHZ3	TSHZ3	1.3238395521613902e-09	33258.0	8.42574874220087	0.864095329500723	10757.0	0.5512356873932308	0.3729464539205985	25	21.11432612383586
ZNF214	ZNF214	5.99536286905327e-10	33257.0	8.34601031134059	0.843142870723168	7123.0	0.6361234053326389	0.7016158565378791	24	10.988758070623376
MMP1	MMP1	4.1824721755401096e-13	33256.0	8.332232470599951	0.8537849498422101	15318.0	2.0187655079151283	2.550615667819177	24	2.4752717715730777
RELN	RELN	2.21554835659809e-12	33254.0	8.240852492007269	0.8774150541446121	12536.0	1.0293526946459983	1.0910903122382103	24	6.609443523119499
ZNF418	ZNF418	1.19190594689199e-09	33253.0	8.23275817825097	0.8760639709862259	9786.0	0.6346029588355104	0.6131442152771722	25	12.39211759664194
SLA	SLA	2.2438434738090103e-09	33252.0	8.212591377275809	0.8707493135938671	8530.0	0.8974524488146368	1.0479300884768359	25	6.980560066839679
CAPN6	CAPN6	4.3077784859124e-18	33248.0	8.096842707598869	0.8740821838692396	16583.0	1.588604049547433	1.5242955331085484	24	4.26966983546751
LCK	LCK	6.753023561676011e-13	33247.0	8.09196326998882	0.8774150541446121	15014.0	1.248544834357689	1.384178698127749	25	4.944028140938444
PTPRD	PTPRD	9.53309275559375e-09	33246.0	8.08629899579162	0.7367914117414821	13996.0	0.9591966681628424	0.7943649842504663	25	8.972075140438937
MMP10	MMP10	3.2795857286764697e-09	33245.0	8.06822356693613	0.8968482509056801	15432.0	1.3905101956656825	1.5107034089815898	24	4.420267626040569
HMGCS2	HMGCS2	4.534769402808449e-09	33244.0	8.04737951701617	0.547021481547208	17375.0	1.8726977445405766	1.4401572174566792	24	4.2875053484647285
KCNA4	KCNA4	2.7151824593432402e-08	33243.0	8.01351273697308	0.6492060431642379	14961.0	1.157700479662845	1.1786918000063753	22	5.8164587700306
ADCY8	ADCY8	5.02322955191493e-07	33242.0	8.006896453741179	0.7832178556408095	15722.0	1.226387897844235	1.07383849032677	24	6.314272227133179
AADACP1	AADACP1	7.49860398170631e-09	33241.0	7.984243257177969	0.8707493135938671	14132.0	0.9515489964138694	0.8298865138743929	24	8.474284306575115
RAMP3	RAMP3	4.5576985653235194e-08	33240.0	7.93693494391413	0.8688152816717195	13004.0	0.9573837567802568	1.29194686502813	23	5.402351579669575
JAKMIP1	JAKMIP1	1.40456090735654e-09	33239.0	7.92564186824754	0.7935585327440875	13848.0	0.7724442933489917	0.6079345739331948	23	11.766393756188318
CD163L1	CD163L1	7.8013334356897e-08	33238.0	7.921901841827849	0.8488518365309305	10903.0	0.6583021357268368	0.6456255245976167	24	11.250484110937249
PARD3B	PARD3B	1.47713103482177e-08	33237.0	7.91592644506541	0.8880169626980156	9177.0	0.8341458473703374	1.0454875924154086	25	6.773662977036302
CD1D	CD1D	2.1129974367945302e-08	33235.0	7.9122793326564596	0.858181035754795	8798.0	0.5545243535808022	0.6339213405033862	25	11.606731796145226
CSF3	CSF3	5.72040900639714e-16	33233.0	7.7627139609937	0.8765084410024451	16898.0	1.9625985117066975	2.005849113147807	24	2.891601073714264
TNFSF8	TNFSF8	1.40413452335399e-07	33231.0	7.68371889000833	0.8218860313245171	16916.0	1.4198052336720488	1.4720391917231832	25	4.255262829655835
POU4F1	POU4F1	4.6544651232063e-14	33229.0	7.64334535755909	0.8740821838692396	10919.0	0.8464194991593984	0.7800985012679007	24	8.712907212810421
TCN1	TCN1	1.4159640625744798e-25	33228.0	7.64021981137141	0.88593139762475	16506.0	1.8594957439489759	1.7972633148283248	24	3.216403528480528
ZFP3	ZFP3	1.0382981022844301e-07	33224.0	7.562156488126991	0.8199652807828499	11825.0	0.6511378111116543	0.4394047448801285	25	15.728138481756023
RCAN2	RCAN2	3.50863103297212e-16	33223.0	7.51977436740016	0.891349832973388	14457.0	1.1393350232621307	1.1502238937403548	24	5.547128153797781
MYCT1	MYCT1	8.5259515562364195e-16	33221.0	7.47290994331836	0.8774150541446121	10789.0	1.0027406980567142	1.0668642958688386	24	6.064660023131092
CLSTN2	CLSTN2	1.41109065160622e-07	33220.0	7.463583841599609	0.8513910530638941	15242.0	1.1409700264795342	1.0670802027586923	24	5.925153328469969
