val_loss	loss	learning_rate	batch_size	epochs	kappa
16754802.90820108	238.22176568068804	0.001	10	10	0.01
83861912.74218486	188.5830251328934	0.001	10	10	0.01
37477.214895310244	180.97081446685297	0.001	10	10	0.01
2018.9859520491223	178.69231652155273	0.001	10	10	0.01
111690.71802691034	176.89625891183798	0.001	10	10	0.01
6324.194563887066	177.20282988809467	0.001	10	10	0.01
548.840250552741	171.7987635614628	0.001	10	10	0.01
1552.4778002503506	172.25672583539986	0.001	10	10	0.01
193506.62741755726	169.1427922325334	0.001	10	10	0.01
699.86682092757	164.64432713024516	0.001	10	10	0.01
