val_loss	loss	learning_rate	batch_size	epochs	kappa
55.6368332376298	202.9661688638416	0.001	100	10	0.01
48.283758661762924	51.458544443639525	0.001	100	10	0.01
47.16037198122566	48.40108706243146	0.001	100	10	0.01
46.053914728320635	46.98706685314181	0.001	100	10	0.01
47.14142029784625	46.38978261674627	0.001	100	10	0.01
45.95696265920474	45.95769922154131	0.001	100	10	0.01
45.5525251231973	45.55957114841841	0.001	100	10	0.01
45.41729392258596	45.24647916042623	0.001	100	10	0.01
45.4922168371824	47.70685475914542	0.001	100	10	0.01
45.78873833647322	46.30067790487449	0.001	100	10	0.01
