	Gene ID	Gene Name_grp_1v3	Test statistic (Real)_grp_1v3	Test statistic (Real)_grp_1v3_raw	Adj P-value (Real)_grp_1v3	Mean test statistic (simulated)_grp_1v3	Std deviation (simulated)_grp_1v3	Median adj p-value (simulated)_grp_1v3	Test statistic (Real)_grp_1v4	Test statistic (Real)_grp_1v4_raw	Adj P-value (Real)_grp_1v4	Mean test statistic (simulated)_grp_1v4	Std deviation (simulated)_grp_1v4	Median adj p-value (simulated)_grp_1v4	Z score_grp_1v3	Z score_grp_1v4	max Z score
0	PA4726	cbrB	4.5310000000000015	-4.5310000000000015	1.03507506358398e-05	0.1243600000000002	0.07662551250508325	0.9621645734876628	0.196	-0.196	0.7478434970408889	0.11101999999999992	0.12541750941023602	0.9514144833815648	57.50878337952609	0.6775768423373301	57.50878337952609
1	PA1985	pqqA	2.9735	2.9735	0.000926790925320934	0.42170000000000013	0.2780231555104722	0.96967085134317	2.872	2.872	0.000230031397414969	0.3431200000000001	0.27771749284719804	0.8934534717269151	9.178372194627805	9.105944224375547	9.178372194627805
2	PA4131		2.8815	-2.8815	0.000347913254015501	0.32657999999999954	0.2176087218687099	0.964948778846976	1.5115	-1.5115	0.0030538672939520303	0.3200400000000001	0.1955273275870492	0.9164044680666592	11.740889694400499	6.093572774217759	11.740889694400499
3	PA4739		2.785	2.785	0.000222794220448934	0.33813999999999994	0.4304195753370579	0.9621645734876628	2.1275	2.1275	0.000488063762378521	0.27101999999999976	0.22462628593584855	0.9164044680666592	5.684825087436799	8.264749569559264	8.264749569559264
4	PA1216		2.6005	2.6005	0.000222794220448934	0.3026200000000001	0.20253555654913188	0.9621645734876628	1.835	1.835	0.000488063762378521	0.36891999999999997	0.1828699834126244	0.8934534717269151	11.345563411936364	8.017062027571601	11.345563411936364
5	PA1041		2.597	2.597	0.000431883988011827	0.3300999999999999	0.18757109763144933	0.96568663135221	1.7925	1.7925	0.00111234191402757	0.4612999999999999	0.2240233897758598	0.8898138072829251	12.085550645196614	5.942236662573019	12.085550645196614
6	PA4133		2.591	-2.591	0.00184478485488418	0.3365600000000001	0.2450753846608557	0.9679037971685992	1.6195	-1.6195	0.00722952889900073	0.2824399999999998	0.2142050380671132	0.927448853894017	9.198965465747516	6.241963364003987	9.198965465747516
7	PA3874	narH	2.542	-2.542	0.000347913254015501	0.2008199999999999	0.2297054218631621	0.9627488062498348	2.248	-2.248	0.00018252616379591002	0.17955999999999978	0.1672142662374638	0.940064097982993	10.192097256610099	12.369997169156449	12.369997169156449
8	PA1988	pqqD	2.4505	2.4505	0.000347913254015501	0.2409399999999997	0.15096083377264885	0.9621645734876628	2.419	2.419	0.000230031397414969	0.2767399999999996	0.17587851631168638	0.8898138072829251	14.6366441200746	12.180339275796225	14.6366441200746
9	PA4738		2.425	2.425	0.000478499477169271	0.2814599999999999	0.3313852214568417	0.9621645734876628	1.777	1.777	0.00110185152861795	0.26923999999999976	0.21084567421062594	0.907224180773158	6.468423638738416	7.15101225408026	7.15101225408026
10	PA1249	aprA	2.404	2.404	0.000431883988011827	0.2701800000000004	0.19538023185573247	0.966630361139268	2.5525	2.5525	0.00018252616379591002	0.29441999999999985	0.1983848679545226	0.918925013610966	10.921371009404876	11.382319746875243	11.382319746875243
11	PA2321		2.2475	2.2475	0.000347913254015501	0.20744000000000012	0.21637151306645386	0.96967085134317	0.459	0.459	0.226315347389047	0.1507800000000001	0.12920389893497786	0.91761751499876	9.428505495422769	2.3855317257501047	9.428505495422769
12	PA1123		2.1755	-2.1755	0.0025772204852756	0.17960000000000004	0.15696967594623704	0.968301598131613	2.139	-2.139	0.000984001406613256	0.1907999999999999	0.1356792326285298	0.9164044680666592	12.715194753180267	14.358866587445196	14.358866587445196
13	PA4132		2.087	-2.087	0.00251707150267013	0.2531	0.14691813196471054	0.96967085134317	0.9375	-0.9375	0.0609225654287433	0.2541600000000003	0.18120946213337452	0.929139260614198	12.482462004352865	3.7709951343326926	12.482462004352865
14	PA3915	moaB1	2.0655	-2.0655	0.000917066444148015	0.16063999999999973	0.13528215267851573	0.9882072457000458	1.5235	-1.5235	0.0012409333871676196	0.1600200000000001	0.1254244859135032	0.942003875103156	14.080645246137573	10.870923568626782	14.080645246137573
15	PA3875	narG	2.0425	-2.0425	0.0023563519979474604	0.1722999999999998	0.209915756912148	0.973142675814635	2.2505	-2.2505	0.000488063762378521	0.1853399999999995	0.1436457390016608	0.919298059588922	8.909288314086393	14.376757809545074	14.376757809545074
16	PA4587	ccpR	1.9885	-1.9885	0.0006456847240718308	0.42391999999999996	0.2961298870428309	0.9624700951031828	1.6909999999999998	-1.6909999999999998	0.000794019955554629	0.38996	0.211169014062196	0.8934534717269151	5.28342483639183	6.161131195208415	6.161131195208415
17	PA3873	narJ	1.9545	-1.9545	0.00119674585609249	0.1848000000000001	0.2921019727766318	0.979565478336555	1.7795	-1.7795	0.000565738009069425	0.19008000000000005	0.2044661076234068	0.929139260614198	6.058500677615335	7.773513265716645	7.773513265716645
18	PA1217		1.942	1.942	0.0010399010712234301	0.14804000000000025	0.1106768870782568	0.9734994583799532	1.3125	1.3125	0.00352850829111765	0.23132000000000014	0.13011036020753033	0.898407366006172	16.20898497742836	8.309714908755012	16.20898497742836
19	PA5167	dctP	1.925	-1.925	0.0006000004080735992	0.14327999999999982	0.11863556591511687	0.96967085134317	1.8365	-1.8365	0.000488063762378521	0.1462199999999995	0.1710233341779227	0.927878128334293	15.018430487150974	9.883329711263443	15.018430487150974
20	PA3872	narI	1.8915	-1.8915	0.0011036747834704199	0.22376	0.24097164943896104	0.970918182788261	1.734	-1.734	0.000488063762378521	0.1902600000000007	0.17878764871582606	0.929139260614198	6.9208971423936925	8.634489077339431	8.634489077339431
21	PA3334		1.861	1.861	0.00514539511203675	0.22907999999999995	0.17114295194368978	0.9621645734876628	1.9125	1.9125	0.0019670371991002	0.22162	0.17228188384156942	0.8934534717269151	9.53542042757882	9.814612902392774	9.814612902392774
22	PA0572		1.8205	1.8205	0.0011036747834704199	0.14586000000000005	0.13293854469891933	0.970918182788261	1.5759999999999998	1.5759999999999998	0.00274790453523198	0.1374399999999999	0.10281418514323114	0.9164044680666592	12.59709893614935	13.991843615702756	13.991843615702756
23	PA0997	pqsB	1.813	-1.813	0.0016025893473352699	0.3269399999999997	0.21074403510736295	0.9621645734876628	1.7235	-1.7235	0.00352850829111765	0.2872399999999994	0.15994576685030867	0.9164044680666592	7.051492580764773	8.979668723237793	8.979668723237793
24	PA2747		1.7765	1.7765	0.0016025893473352699	0.3810399999999997	0.31949644364217894	0.9621645734876628	1.3025	1.3025	0.00743846897007883	0.29605999999999993	0.22258838693876226	0.9164044680666592	4.3676855494606075	4.521529689133731	4.521529689133731
25	PA1555	ccoP2	1.76649999999999	-1.76649999999999	0.0011036747834704199	0.3924800000000001	0.27322363703262115	0.9621645734876628	1.17049999999999	-1.17049999999999	0.00540594634234529	0.37856	0.19530165343215508	0.8898138072829251	5.028920685350297	4.054957989769904	5.028920685350297
26	PA1173	napB	1.765	1.765	0.0011036747834704199	0.27816	0.1461850083512903	0.9621645734876628	1.4069999999999998	1.4069999999999998	0.00277414900715557	0.32864	0.18683306497155844	0.8898138072829251	10.170947190610988	5.771783491129678	10.170947190610988
27	PA3452	mqoA	1.764	1.764	0.000926790925320934	0.19753999999999985	0.13171551730908526	0.9621645734876628	0.515000000000001	0.515000000000001	0.293366121987565	0.1361	0.09438341573956016	0.8934534717269151	11.892752137351641	4.014476452574367	11.892752137351641
28	PA3038	opdQ	1.75	-1.75	0.0011036747834704199	0.2994199999999999	0.2494424065123385	0.9621645734876628	1.7355	-1.7355	0.00783874288227152	0.2394999999999999	0.19075000000000011	0.9164044680666592	5.815290271937974	7.842726081258188	7.842726081258188
29	PA1987	pqqC	1.7395	1.7395	0.0010399010712234301	0.1721400000000001	0.13008847309939994	0.970836289039364	1.868	1.868	0.000488063762378521	0.2490800000000004	0.1533173913814081	0.8898138072829251	12.048415687086955	10.55927175262595	12.048415687086955
30	PA1556	ccoO2	1.712	-1.712	0.0011036747834704199	0.4086399999999999	0.26418079036901976	0.9621645734876628	1.246	-1.246	0.00274790453523198	0.38278	0.2323910622922777	0.8898138072829251	4.933591114552302	3.714514626704232	4.933591114552302
31	PA0996	pqsA	1.702	-1.702	0.00251707150267013	0.2637199999999996	0.1566779526076768	0.96967085134317	1.5945	-1.5945	0.00219740139953367	0.2461399999999997	0.14717135137881546	0.9164044680666592	9.179849341033119	9.161837459312002	9.179849341033119
32	PA3479	rhlA	1.7	1.7	0.0016025893473352699	0.2760400000000001	0.23139972270222486	0.9621645734876628	2.004	2.004	0.000794019955554629	0.3222199999999999	0.20935571204690506	0.8898138072829251	6.15368066725133	8.033122113349389	8.033122113349389
33	PA0587		1.6909999999999998	1.6909999999999998	0.0011254413074486599	0.2602399999999999	0.1225255177503853	0.9621645734876628	1.106	1.106	0.0123750473863054	0.25044000000000005	0.15813617022469384	0.9164044680666592	11.677241004725325	5.410273935332724	11.677241004725325
34	PA4619		1.6909999999999998	1.6909999999999998	0.0011036747834704199	0.13134000000000035	0.12502064162902554	0.98740159506924	1.14	1.14	0.00365158139825951	0.12116000000000066	0.132208147126668	0.9164044680666592	12.475219929105684	7.706332946515419	12.475219929105684
35	PA2381		1.6375	-1.6375	0.0166238090855532	0.19173999999999933	0.1853274759266236	0.981101111789734	0.991	-0.991	0.0816090303900522	0.2371199999999996	0.2556933906067967	0.9255830781355828	7.801109861186575	2.948374997925977	7.801109861186575
36	PA0999	pqsD	1.6305	-1.6305	0.00162442044378974	0.32241999999999943	0.2342209907331109	0.96967085134317	1.2275	-1.2275	0.0116975609665171	0.2507599999999999	0.16602077681222116	0.948259654274415	5.58481114739424	5.883239548413558	5.883239548413558
37	PA4620		1.611	1.611	0.0011036747834704199	0.10404000000000004	0.09609748956138224	0.969334056434922	1.01	1.01	0.005675140920673861	0.08855999999999954	0.11411227293036155	0.954589081493127	15.681575105429053	8.074854494943947	15.681575105429053
38	PA0588		1.6025	1.6025	0.00402478894238795	0.26080000000000025	0.19989445131535472	0.96967085134317	1.507	1.507	0.0037658747031966	0.2857399999999998	0.20449093908206992	0.8898138072829251	6.712042236146544	5.972196154421603	6.712042236146544
39	PA2367	hcp3	1.598	1.598	0.00184478485488418	0.17449999999999966	0.17415629953196274	0.96967085134317	1.548	1.548	0.0017101770931153301	0.28173999999999977	0.23862824644203395	0.8898138072829251	8.173692274270831	5.306412878106583	8.173692274270831
40	PA2322		1.596	1.596	0.00544546849671969	0.12863999999999964	0.14487620577582744	0.973142675814635	0.0184999999999986	-0.0184999999999986	0.985518558539131	0.1355800000000005	0.1180243336491818	0.9375178440831	10.12837126802246	-0.9919988224463366	10.12837126802246
41	PA0998	pqsC	1.5659999999999998	-1.5659999999999998	0.00940584144318978	0.3304799999999999	0.2115012056703224	0.9621645734876628	1.736	-1.736	0.00580787225130534	0.3107799999999997	0.15773514721414078	0.905097455735291	5.841668826823933	9.035525849322127	9.035525849322127
42	PA2664	fhp	1.5615	1.5615	0.00544546849671969	0.18658	0.12782016012090275	0.970918182788261	1.005	1.005	0.0397593073251654	0.19636000000000034	0.143657834221922	0.9164044680666592	10.756675619084568	5.628930746309428	10.756675619084568
43	PA1001	phnA	1.5590000000000002	-1.5590000000000002	0.00381066835832115	0.2731600000000001	0.17524059175887238	0.9621645734876628	1.3025	-1.3025	0.00435731067234883	0.23821999999999985	0.13833203413044534	0.9164044680666592	7.337569378727566	7.693662619002607	7.693662619002607
44	PA4134		1.558	-1.558	0.00182100726858168	0.2099199999999997	0.16138022390202209	0.96967085134317	0.779000000000001	-0.779000000000001	0.0349155386338756	0.1249000000000003	0.08348290743220092	0.9301561875563972	8.35343989123756	7.835136797687787	8.35343989123756
45	PA2195	hcnC	1.5495	-1.5495	0.0134311968158001	0.2660200000000001	0.2524550075425983	0.96967085134317	0.618499999999999	-0.618499999999999	0.3721356098992461	0.21463999999999991	0.181123203924842	0.939500031482848	5.083995015561062	2.2297529595798387	5.083995015561062
46	PA4607		1.5115	1.5115	0.0025772204852756	0.2859199999999998	0.1771148215141804	0.9621645734876628	1.2875	1.2875	0.0111085776730277	0.25830000000000003	0.1809439945581689	0.901227592087914	6.919691923704287	5.687947823375473	6.919691923704287
47	PA3790	oprC	1.511	-1.511	0.0448890643741703	0.2474	0.23218244442679106	0.97857461411721	1.355	-1.355	0.0368000188276716	0.2788799999999998	0.15130964939487498	0.893325640296697	5.442271930246746	7.1120381568767925	7.1120381568767925
48	PA2679		1.5095	1.5095	0.00585527177475051	0.0977399999999996	0.07317617440123549	0.970918182788261	1.355	1.355	0.00277414900715557	0.12481999999999965	0.09964665490287852	0.929139260614198	19.292618281178754	12.345421943155102	19.292618281178754
49	PA2939		1.5025	1.5025	0.005204987707853321	0.2875600000000003	0.1744158894711142	0.96967085134317	1.2575	1.2575	0.00282914011834428	0.3342600000000001	0.1932688714373492	0.8934534717269151	6.965764436279823	4.776972065567636	6.965764436279823
50	PA0511	nirJ	1.5005	-1.5005	0.0016679649368215401	0.1908000000000004	0.17326539133171753	0.96967085134317	1.4565	-1.4565	0.00111234191402757	0.2279000000000001	0.15912337980322094	0.916975809908562	7.558924433400388	7.721052692064115	7.721052692064115
