pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
KEGG-Module-M00178: Ribosome, bacteria	KEGG-Module-M00178: Ribosome, bacteria	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
KEGG-Pathway-pae00020: Citrate cycle (TCA cycle) - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00020: Citrate cycle (TCA cycle) - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
KEGG-Pathway-pae03060: Protein export - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03060: Protein export - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0014628196199628987	0.0008966681274146786	25	-0.4892917982060266
KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00131626088446501	151.0	93.45794392523364	0.0034239061544231357	0.00623933665926221	25	-0.38462724901284134
KEGG-Pathway-pae00230: Purine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00230: Purine metabolism - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0014160325682004296	0.0006403731690294796	25	-0.6120576683253361
KEGG-Pathway-pae00030: Pentose phosphate pathway - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00030: Pentose phosphate pathway - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00419590836864407	140.0	86.6043613707165	0.010430251833143632	0.012662926312343848	25	-0.7428112856084728
KEGG-Pathway-pae00330: Arginine and proline metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00330: Arginine and proline metabolism - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00335131276275085	143.0	88.47352024922117	0.007524659979775733	0.014040994419498059	25	-0.4629709638829112
KEGG-Pathway-pae03018: RNA degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03018: RNA degradation - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013451586621418153	0.00040653427564720245	25	-0.7897769557672097
KEGG-Pathway-pae03010: Ribosome - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03010: Ribosome - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
KEGG-Pathway-pae00190: Oxidative phosphorylation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00190: Oxidative phosphorylation - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
KEGG-Pathway-pae00620: Pyruvate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00620: Pyruvate metabolism - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.0015886444820455	149.0	92.21183800623052	0.004176659436274158	0.006695600625738605	25	-0.47084232662402137
KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00128380431479793	152.0	94.08099688473519	0.004355566918659112	0.005299906867626013	25	-0.6285921134771264
KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.0012417248954820301	153.0	94.70404984423675	0.00241428502576733	0.0023635406367379557	25	-0.5881844147938466
KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0014006096565879445	0.0005004674732012836	25	-0.7523413952825871
KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa PAO1	0.00102408725950614	158.0	0.00102408725950614	0.00148097516518569	150.0	92.83489096573207	0.0016982159091214434	0.0006852052108718694	25	-0.9838346803544125
KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes	KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.003149138880221873	0.006331633422572345	25	-0.33562455039483174
KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)	KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)	0.00102408725950614	158.0	0.00102408725950614	0.00123204782386819	161.5	99.99999999999999	0.0013061518742907951	0.0002904822040085651	25	-0.9710220140588655
