18514	LINC00299
16554	PTTG2
18062	DMRTC2
15441	ODF1
17130	DRD3
18191	PSORS1C1
18818	PCDH15
17106	FSHR
18067	ADAM30
17134	LINC01255
18531	LINC01142
18096	OR6W1P
18394	CASC23
16517	PDHA2
16548	TFAP2D
17881	LRTM2
18438	LINC01782
15715	GPR12
15700	XAGE3
17074	LINC00917
15967	SPATA3
15567	PDE6H
17077	SOHLH1
15677	RAB3IL1
18980	SPZ1
17057	CACNG7
18337	IFNA6
18852	DEFB122
18926	ASZ1
17996	C3orf22
18068	SPAM1
18883	LINC00700
17204	VN1R2
16530	AOX2P
18452	LINC01505
15498	TKTL2
18839	BPESC1
17063	ZP2
15516	CRYBB1
18891	EDDM3B
17925	RBMY3AP
18344	CRYBA1
18965	SCN10A
16629	TBC1D21
15512	FGF23
18490	LINC00687
17069	LINC01227
16973	USP26
18305	PLA2G2E
17708	LINC01734
19083	LINC01395
18602	KCNT1
15975	TCF15
15354	LINC01732
15559	SCRT1
19156	TMCO5B
15616	TEX13B
19072	HTN1
15446	NEUROD4
17456	SLC35G3
18061	BOLL
16643	ADRB3
17269	S100G
17901	MMD2
15731	CYLC1
17978	OR2B3
18580	MRGPRX2
19077	LINC01538
18318	AKR1C6P
16529	GRAPL
16472	LRRC74B
18222	LINC01304
16890	HMCN2
18018	MC3R
17705	ZCCHC13
18180	HCRT
16658	RSPH6A
17781	OR10H3
16875	TBC1D26
18909	CDH9
17294	SPPL2C
18257	ROS1
18070	PGK2
18982	NPPC
15957	LINC00851
16389	CCDC158
15989	NANOS3
19150	FTHL17
17695	OR14J1
16445	RAB3C
18773	LINC00276
16555	CCR8
17770	G6PC2
16079	CRTC1
18979	RNASE11
17217	LRIT1
16660	NOVA2
17758	COX4I2
15537	PLK5
18281	LINC00927
15606	SPEM1
17175	CST8
19110	KRT37
18047	BOD1L2
18536	LINC00928
18963	TACR3
17954	LINC00508
16508	SPATA42
17909	ZNRF4
18824	GABRA6
17813	GCK
17922	SCUBE1
18248	LINC00308
18332	BMP10
18131	LINC01657
17263	LINC00452
18274	MSANTD1
18239	NPY4R
17759	GJA10
16297	TSHB
18208	CCDC177
15697	C17orf77
15529	SYT2
18706	CT62
19030	CASP12
16642	PRB4
18658	HCRTR2
15693	FGF4
17120	GPX5
16720	CHRNG
16490	LALBA
16655	CCDC182
18039	LINC00919
18990	DEFB125
18306	CSN2
15464	SHANK1
15359	LINC01532
18993	LBX1
18119	AVP
16324	POM121L8P
16452	LHX5
18749	CSN1S2AP
17194	HTR1A
18868	C11orf97
15622	GNRH2
16835	RBP3
17254	LINC00574
16710	LINC01115
17429	SLC6A18
18404	LINC01428
19159	LINC01706
15963	SSTR3
16318	LINC00901
18765	GML
18289	FAM181A
18025	LINC00661
15502	LINC01310
15573	MEIKIN
17066	NPBWR2
17393	OR7E156P
17514	OVGP1
16857	LINC01741
17897	LINC01743
16838	PERM1
15560	C7orf33
17036	RSU1P2
18418	LINC01490
15480	ADCY4
19017	LINC01449
18684	SLC25A53
18455	LINC00280
18280	LINC01289
18338	GH2
16926	MC2R
18155	CHRNA6
18772	P2RX3
18570	OR6B1
18169	NANOS2
16659	CLDN17
17059	OR2J2
16866	LINC00930
18189	MIR3976HG
15410	INHBC
17104	RRH
17805	MAGEB3
18689	TTLL2
16929	GPR21
18591	ZIC4
18677	MT4
17187	LINC00311
18508	TEX36
19047	SEMG2
15353	TCP11
17990	FERD3L
16878	TMEM95
15988	SLC22A11
18655	MTNR1B
18959	METTL21EP
17458	OR8B8
17248	ELSPBP1
17791	SLC6A5
19069	RTP5
15501	SMIM2
18638	IRS4
18647	MAPK4
18663	GP5
18296	SAG
18069	PRM1
16466	TMEM59L
17946	NEU2
18743	GOLGA6C
16695	NLRP13
19043	ZSWIM2
18010	LY6G6E
15576	LCE1E
16057	INSRR
17092	ADAM20
15407	CDX2
18307	CDX4
19144	LINC01799
17950	GPR32
18012	OR7E24
16698	GRM4
17904	CCDC63
18329	SPACA1
17737	RBMY2FP
17240	ZNF582
17091	ADAM29
17972	LINC01432
18205	NUDT10
17282	ADCY8
15718	TCTE1
17767	OR4A5
18543	OR5J2
15973	HES7
17085	IQCF1
17105	MKRN7P
17764	USHBP1
15571	LINC00163
15665	FIZ1
16510	TUSC7
17073	LINC01095
18699	LINC00298
18258	CXXC1P1
17939	LINC01565
15503	CLEC2L
17658	LINC01700
16273	SPATA19
19045	WFDC10A
16329	CST9L
15390	REM1
18351	BCORP1
17998	BPIFB4
16641	RCVRN
15983	SEC22A
18660	GRIN2B
16578	CLVS2
17930	OR2S2
16914	HAPLN2
18574	CST9
18059	ASB17
17572	PRSS58
16274	C5orf47
17568	LKAAEAR1
15655	PIWIL1
18006	MBD3L1
16928	HOXB1
18294	C17orf78
18898	HTN3
17464	TBX20
18662	XCR1
18358	C11orf40
18969	MAGEB18
16700	RAX2
18114	TPSD1
18087	LINC00929
17242	CRX
16582	LINC01525
16844	PRR35
16514	BANF2
18168	LINC01141
15493	LINC00943
18283	LIM2
18778	OR1D2
16585	LINC01365
16913	GFRA4
17098	SNORD8
18742	AKAP4
18657	KRT3
18055	ACTRT2
16566	OR2W1
15620	TNXB
17931	FAM135B
18669	CHRM4
16013	IRGC
18587	RGS8
16015	GAST
18603	C2orf83
18668	CHRNB3
18798	CAPZA3
18064	EQTN
17713	NLRP9
16572	MIR7515HG
16898	C20orf141
17124	DEFB127
15987	CRYGD
15530	DNAJC5G
18243	OR1J4
16933	AIRE
15418	DEFB124
18117	UCP1
18192	C6orf118
16916	RHBG
18914	KIAA0087
17088	TMCO2
16930	FGF6
16849	SLC18A3
18586	KIR3DX1
18074	LINC01516
18697	RPL10L
15548	TNP2
15345	ADRA1D
18808	NTSR2
18707	ALX4
18614	FOXB1
18207	LINC00906
18538	MYO1H
15461	GOT1L1
18050	FAM205A
19166	C12orf40
19056	DDX53
18115	FGF16
15561	C9orf62
17777	TAS2R7
18065	UBQLN3
17144	FATE1
16465	SSTR5
15565	C12orf77
18340	ACSBG2
16613	C7orf69
16908	APOL5
15596	LRRC4B
15387	LYPD4
15562	HPYR1
17961	LINC01214
18897	OR10H2
16019	MIER2
18628	SPINT3
17942	RGR
17064	RS1
19031	LINC01005
18950	LINC00911
17249	DRD4
18272	LPAL2
17723	HCCAT5
17823	ALX3
17905	LCN6
15959	NOBOX
17129	MAS1
18052	FAM71C
17945	OXT
18925	RASGEF1C
17068	CRYGA
17779	KCNK4
18686	MOGAT2
18219	SIM1
19000	LINC00692
18233	BHLHE23
17381	LINC00967
17116	GPR50
17083	LELP1
18661	GPR31
18991	HCRTR1
18352	KRT76
18842	CLCA3P
17401	ABI3
16832	HCG22
19112	OR3A2
18227	AIPL1
17382	LCN1
17184	SSR4P1
16595	CNR2
17999	LINC00905
16567	LYZL1
17810	HOXC11
16058	FITM1
17529	CPA5
17729	OR5AK4P
16589	TEX37
15642	GPR174
16923	OR3A3
17712	NLRP10
17135	LINC01792
18766	TMEM31
18517	LINC00550
18354	NLRP6
17094	LINC01233
16314	CHRM2
17424	SPO11
16924	TECTB
17402	APEX2
17761	FSCB
17176	MYF5
19001	RFPL1
18646	GRK1
16603	LINC01664
17747	KLF17
18434	LINC01204
16546	C1orf87
18608	GABRQ
17209	TNFRSF13B
17807	KCNC2
18793	IL9
17383	CCR4
15717	CRHR1
16557	IL21
15344	MOGAT3
17940	SLC6A11
17479	GALNT9
18174	MCHR2
18167	FAM205BP
18578	FAM24A
19114	CCKAR
16509	LINC01191
19131	LINC01281
18944	MIR3663HG
18256	SCNN1D
15695	FRRS1L
15974	TTBK1
18629	OR5I1
16525	TFAP2E
18362	KNCN
18892	MGAT4D
17107	TEX28
16839	MYOG
18237	OR2M4
18462	LINC00708
18515	PRR30
19154	LINC00226
16872	OR51I2
16309	ST8SIA5
16932	CHRNA2
15427	LINC00858
16233	TSKS
18887	CAPN11
18688	SAXO1
18284	ADAM3A
17109	LINC00210
17994	PATE1
16518	GK2
15510	POMC
15739	ADGRB1
18564	KHDC3L
16696	SPAG11B
16610	LINC01553
15998	SLC22A9
19037	GCM2
17308	GLRA2
15391	EPO
15507	XAGE2
16252	CCER1
18966	GPR25
18900	SCGB1D1
18184	LINC01689
19051	ZIM3
18360	LINC00208
18309	ANKRD26P3
18056	SSMEM1
18648	PRKACG
17820	BRS3
18858	LINC01257
18552	TBATA
17115	ELOA2
17951	GJA8
18001	OR2F2
16285	ZAR1
18834	OLIG3
18143	LRFN2
17932	KLK14
18066	ZIM2
16918	PRLH
16356	SIAH3
15515	TBX4
17252	BCAR4
17582	KRT9
18917	LINC01208
18605	BTNL2
17259	VN1R1
15346	OR2L13
18923	KCNN1
16547	TEDDM1
18820	DYDC1
18600	IL25
17295	PANX3
17412	ZPBP
16491	OR1A2
15520	CCDC185
17270	BTN1A1
17264	LCN10
15339	NMBR
15457	LY6G6F
15505	ITIH6
18755	LINC00837
16904	PTH2
16568	ADAMTS20
17872	PRORY
15699	BGLT3
18896	PDCL2
16915	DISP3
18141	TPH2
18802	TEKT3
18850	MORC1
16021	LRRC52
18049	TMPRSS12
18618	IL1RAPL2
17726	ADAM5
19113	KIR2DL4
17903	LGI3
19038	KRT36
18924	LINC00358
17158	LACRT
15486	LINC01416
17989	NUP210P1
17160	OR52A1
16516	SPATA16
18095	LINC00934
18085	LINC01549
16831	RADIL
16863	LINC01723
15499	TNP1
17948	KRT83
17662	LINC00824
18929	GLTPD2
16328	IQCF5
17755	ATXN3L
18888	TAAR2
16675	CRYGB
15475	ISM2
17724	LINC01148
19143	MYH13
18999	C8orf49
16536	CST11
16587	ODF3L2
15730	ACTL7A
19096	LINC00589
18502	CLEC4GP1
17762	TSSK1B
17784	EDDM3A
18866	RPE65
18153	OR8G1
16549	NEUROG3
18671	ATP1A4
17753	MRGPRX4
16893	TEX44
15716	GBX1
17792	TAAR5
15727	CCDC70
15532	PBOV1
16570	PLA2G2F
15342	LINC01788
16671	KCNH3
16830	NXNL1
15688	DEFB118
18651	OR2C1
17483	UCN3
15351	RNF17
18984	SCT
16703	CHST8
16062	COX6A2
17953	ACR
18124	LINC01069
18962	WNT8A
18675	CYP2A13
17746	MAGEC3
18545	ANKS4B
18544	WFDC11
17246	LINC00347
15511	CPNE9
15483	EPHA8
16008	EFCC1
18857	FNDC7
16705	AMHR2
17670	LINC00572
18501	TRIM67
16626	UCMA
17044	VN1R4
17806	KCNJ9
16027	PRRG3
18785	PPP1R3A
18806	LINC01242
16456	SCP2D1
15977	HTR1B
19134	LINC00485
18846	IFNK
15991	NEU4
16715	TMC2
17750	LOXHD1
18635	ADAM6
16504	MYH3
17657	LINC01676
18147	ADAM18
18160	MIR548XHG
16925	MLN
17569	CRYBB2
18987	VENTXP1
17234	KLF14
17979	LINC00615
16609	B3GALT5
18640	OR1G1
15745	ATOH1
17944	PITX3
18048	REC114
18576	GPHB5
17741	PRNT
17067	GLRA1
18910	TBX22
16840	AMER3
16917	KCNQ1DN
16829	ART5
17920	GPR101
16451	RP1L1
17047	ZSCAN1
15711	ANGPT4
15612	CCDC105
18879	LINC01654
15746	LGALS13
18063	PAPOLB
18889	HOXC12
16479	LINC00685
18619	OR2F1
17293	LINC00317
18334	OR7A17
16690	MOS
18790	IL17F
17891	SPATA31E1
18008	KCNK16
15685	FAM99B
18856	OOSP2
18582	POM121L2
18592	TTTY12
16600	LINC01514
18357	DCLK3
16636	PRAC2
18267	PKDREJ
16279	GIP
16246	NUDT17
16071	SYNGR4
18974	PTH
17745	LINC00410
16391	SPATA4
18464	LINC00703
17773	LINC00112
17873	LINC01718
19062	LINC01487
17163	LINC01015
16919	DHH
17910	C19orf84
17303	ZP4
16873	OR51I1
17255	CCL25
18548	LINC00879
18259	FAM71E2
18370	LINC00437
18636	KRT38
18795	CABS1
15484	ZNF781
18302	BPIFA2
17193	HCG9
16476	MAGEB4
17232	OR12D2
15703	PTCH2
16059	UNC45B
17279	TAS2R16
16063	CACNG1
18253	LINC01343
17267	TRPC7
17808	KCNA10
17686	TP53TG3HP
16617	UROC1
17992	GABRR3
17722	LINC01566
16060	KLHL40
15496	C16orf78
18171	UBQLNL
18899	LINC00588
19021	MRGPRX1
18525	LINC00955
18016	OR3A1
15687	FAM71B
18282	GSX1
18450	LINC01563
17900	STH
18873	LINC00309
16024	AOC4P
18343	ADAM2
18387	EIF2B2
16855	LINC01339
18789	TAAR1
18261	ONECUT1
17935	OR7C2
17157	LINC00029
15577	LIPI
16611	SPACA3
17800	PRB3
15619	HTR3B
15473	LINC01020
17304	LRTM1
17380	LINC01425
18554	LINC00870
17414	TUBB8
17481	TAS2R9
17466	C10orf62
16992	TLX2
19057	SMCP
16596	ART1
16870	ARL5C
18226	C5orf64
16084	CCDC124
19075	LINC01568
17192	PPBPP2
17780	TCL6
16657	LINC01118
18179	PIN1P1
16601	POU3F4
17089	SHCBP1L
15996	CNTFR
16211	CLTA
18043	IQCF3
16006	BARHL1
18496	LINC00051
17190	NMUR2
18875	CRYBA4
18895	IL3
18135	UBE2DNL
15614	LMAN1L
17283	LINC01187
16590	C16orf92
18812	POU4F3
18356	FAM47B
16889	DSCR10
18472	LINC00838
18550	DEFB123
17467	LINC01241
15698	THPO
18541	OR8D1
17795	SSTR4
18242	ASIC5
17530	DUSP15
15593	DLGAP3
17766	OR2B2
18104	LINC00587
18978	TERB2
15986	ADAMTS10
17119	HTR1E
18572	GAB4
16317	OR2H2
17694	LINC00293
17508	MC5R
18045	TMEM225
18682	DUSP21
16665	LINC00632
17235	NTN5
17701	PATE2
17727	DEFB119
19109	OR1F2P
17102	MEPE
16667	SLC5A8
16061	RAPSN
18265	CSTL1
18659	GRM6
17229	LINC00343
17061	ADAM7
15362	ADAMTSL2
17574	OR10A4
19153	GNAT3
17941	SLC6A7
18863	MMP20
17118	POU3F3
18072	CYLC2
17778	TAS2R8
18782	BPIFA4P
16449	GCKR
17040	OR2J3
17375	SLC5A5
18054	SPATA8
18954	PRR32
16475	GSX2
18520	TRIM42
17117	FOXN1
15554	ZKSCAN2
17703	OR52D1
