val_loss	loss	learning_rate	batch_size	epochs	kappa
1637.9648121021412	1758.5472583700196	0.001	10	120	0.01
1594.4989917896412	1586.1778888067395	0.001	10	120	0.01
1575.1561414930557	1574.3922236544872	0.001	10	120	0.01
1552.6002152054398	1562.7254211200004	0.001	10	120	0.01
1546.723705150463	1556.2128567583904	0.001	10	120	0.01
1538.1318992332176	1550.5415934646173	0.001	10	120	0.01
1536.269992404514	1544.487688810111	0.001	10	120	0.01
1529.3535563151042	1539.6585073224126	0.001	10	120	0.01
1529.2924940321182	1535.0602732327952	0.001	10	120	0.01
1522.6646592881943	1531.2615262371398	0.001	10	120	0.01
1519.121984411169	1522.0900198563695	0.001	10	120	0.01
1515.9229284215855	1519.856874440072	0.001	10	120	0.01
1512.5816514756943	1515.829388299794	0.001	10	120	0.01
1509.6456750940395	1511.5641982975783	0.001	10	120	0.01
1512.3630597149884	1507.1268501705072	0.001	10	120	0.01
1505.0682192201969	1506.9861798645095	0.001	10	120	0.01
1502.10614239728	1503.067003205437	0.001	10	120	0.01
1497.3563955801505	1498.7285419656962	0.001	10	120	0.01
1495.336986400463	1492.6930237192703	0.001	10	120	0.01
1499.8663465711807	1489.229402328096	0.001	10	120	0.01
1490.5392840350116	1489.4033805198058	0.001	10	120	0.01
1486.0427562572338	1487.7790370804755	0.001	10	120	0.01
1484.3997486255787	1484.3910792641223	0.001	10	120	0.01
1481.7963686342594	1482.8883012990327	0.001	10	120	0.01
1478.0670166015625	1479.8329284893746	0.001	10	120	0.01
1484.585824471933	1478.6929999373845	0.001	10	120	0.01
1478.822998046875	1473.6660090021965	0.001	10	120	0.01
1471.839974862558	1470.4194760399005	0.001	10	120	0.01
1471.454074435764	1470.116934328279	0.001	10	120	0.01
1472.900060583044	1466.7259948956246	0.001	10	120	0.01
1471.0901104962384	1465.5196369138216	0.001	10	120	0.01
1467.5287769458912	1466.3518895761888	0.001	10	120	0.01
1466.6604410807292	1460.8837326181508	0.001	10	120	0.01
1464.849722403067	1460.6008214985839	0.001	10	120	0.01
1465.627124927662	1458.8243384120203	0.001	10	120	0.01
1459.1697545934605	1457.8296261186517	0.001	10	120	0.01
1462.2633056640625	1456.0340588213337	0.001	10	120	0.01
1459.564077871817	1452.7381501485916	0.001	10	120	0.01
1456.0072021484375	1450.6117006577047	0.001	10	120	0.01
1453.2876609519676	1449.655480099077	0.001	10	120	0.01
1452.0856029369213	1448.6929663718115	0.001	10	120	0.01
1458.134218569155	1447.1280386627234	0.001	10	120	0.01
1452.9227159288193	1443.7599748453877	0.001	10	120	0.01
1452.9747902199074	1443.569344968596	0.001	10	120	0.01
1452.373159903067	1443.7997512535162	0.001	10	120	0.01
1454.8218270760995	1442.464103350657	0.001	10	120	0.01
1451.4077103226273	1443.2135908359664	0.001	10	120	0.01
1455.5997359664352	1440.3380400896367	0.001	10	120	0.01
1451.5179307725693	1439.2826895566816	0.001	10	120	0.01
1450.6343813295719	1437.7072937538533	0.001	10	120	0.01
1446.251794885706	1436.550556526231	0.001	10	120	0.01
1448.4079454210068	1436.1462570924207	0.001	10	120	0.01
1445.4130362051505	1435.2319346473778	0.001	10	120	0.01
1447.7594672309028	1433.8675990169352	0.001	10	120	0.01
1448.1832094545719	1434.2478119159891	0.001	10	120	0.01
1445.6215955946182	1432.7447192172087	0.001	10	120	0.01
1445.9674027054398	1433.6388272098488	0.001	10	120	0.01
1448.5002305772568	1430.8048307933877	0.001	10	120	0.01
1443.8063015407986	1429.9326457859702	0.001	10	120	0.01
1441.067441587095	1428.809214637841	0.001	10	120	0.01
1442.142709237558	1430.2885824972545	0.001	10	120	0.01
1444.1912525318287	1427.905031554649	0.001	10	120	0.01
1440.635009765625	1427.5898526305775	0.001	10	120	0.01
1439.9658881293403	1426.9278745075042	0.001	10	120	0.01
1449.0076316550926	1426.1588276252794	0.001	10	120	0.01
1440.5204580801505	1425.226167088519	0.001	10	120	0.01
1437.729537398727	1426.6523687360318	0.001	10	120	0.01
1438.1522352430557	1424.8085058473334	0.001	10	120	0.01
1437.3418646918403	1423.4924867303098	0.001	10	120	0.01
1441.0812310112847	1421.6734706441218	0.001	10	120	0.01
1441.577709056713	1422.1556959422685	0.001	10	120	0.01
1437.3941876446759	1422.5944622524275	0.001	10	120	0.01
1441.606228298611	1421.607581273842	0.001	10	120	0.01
1435.8743670428241	1420.8336467625327	0.001	10	120	0.01
1435.8615225332755	1421.7858519454185	0.001	10	120	0.01
1438.4307725694443	1419.480423142966	0.001	10	120	0.01
1436.6475151909722	1419.7155713552906	0.001	10	120	0.01
1435.3088740596065	1417.5956499920526	0.001	10	120	0.01
1439.866988570602	1417.9580588381916	0.001	10	120	0.01
1434.9962881582755	1416.9074643813578	0.001	10	120	0.01
1433.0807969835068	1414.7881136328606	0.001	10	120	0.01
1432.6161612051505	1416.6161930258265	0.001	10	120	0.01
1433.8330575448495	1416.6417072263216	0.001	10	120	0.01
1434.979519314236	1415.9370181910353	0.001	10	120	0.01
1432.9229555483219	1414.5924266434185	0.001	10	120	0.01
1433.0516899956597	1413.9833117389796	0.001	10	120	0.01
1435.0513373480903	1414.1434205757264	0.001	10	120	0.01
1434.7798891420719	1415.1676663588066	0.001	10	120	0.01
1432.126003689236	1412.2020269692605	0.001	10	120	0.01
1435.1416106047454	1412.4100081400277	0.001	10	120	0.01
1433.4786919487847	1414.6740459249288	0.001	10	120	0.01
1434.3594699435764	1412.2556396183338	0.001	10	120	0.01
1434.1124945746528	1413.151122444802	0.001	10	120	0.01
1432.0086850766781	1412.8689678300323	0.001	10	120	0.01
1432.1775128399884	1411.00150819301	0.001	10	120	0.01
1434.6909586588542	1410.299142256618	0.001	10	120	0.01
1430.5765787760417	1410.3105733662146	0.001	10	120	0.01
1430.8241509331597	1409.2771596661626	0.001	10	120	0.01
1429.6016664858219	1409.0794129847893	0.001	10	120	0.01
1429.925582320602	1409.1571841163495	0.001	10	120	0.01
1430.6748679832176	1408.2986833264295	0.001	10	120	0.01
1430.181554723669	1408.53869478388	0.001	10	120	0.01
1430.176540798611	1409.125250913947	0.001	10	120	0.01
1428.8721064814815	1409.5227350312596	0.001	10	120	0.01
1429.4279106987847	1408.7048725170507	0.001	10	120	0.01
1429.413949471933	1408.2924425381473	0.001	10	120	0.01
1432.4610414858219	1406.887507465706	0.001	10	120	0.01
1429.2054217303241	1408.2358971912088	0.001	10	120	0.01
1429.7564380787037	1407.025803195563	0.001	10	120	0.01
1429.9003092447917	1406.2741762436422	0.001	10	120	0.01
1427.333812572338	1406.3942374383478	0.001	10	120	0.01
1427.9257948133682	1407.222288684398	0.001	10	120	0.01
1426.8565447771991	1406.6939060573366	0.001	10	120	0.01
1433.878219039352	1405.8758173141762	0.001	10	120	0.01
1428.1181278935185	1406.6453687336236	0.001	10	120	0.01
1426.7849347149884	1404.7961236128237	0.001	10	120	0.01
1430.7938277633102	1403.8937700791364	0.001	10	120	0.01
1429.562472873264	1405.2286324271734	0.001	10	120	0.01
1429.5341796875	1404.925493760115	0.001	10	120	0.01
1426.0742865668403	1403.2500331140182	0.001	10	120	0.01
