pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.0019650998270712198	46.5	0.0019650998270712198	0.0298507462686567	39.5	79.38144329896906	0.13382489802723532	0.2610041464557574	5	-0.505201928746046
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	0.0019650998270712198	46.5	0.0019650998270712198	0.0463411750797967	35.0	70.10309278350516	0.12156027869164962	0.19796806927838778	5	-0.6041134779993262
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0019650998270712198	46.5	0.0019650998270712198	0.0294323756131745	41.0	82.4742268041237	0.05936854523201558	0.06319426719855899	5	-0.9083647607555979
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	0.0019650998270712198	46.5	0.0019650998270712198	0.0186567164179104	44.0	88.65979381443299	0.01662826575622793	0.014344676794301025	3	-1.022202600966389
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.0019650998270712198	46.5	0.0019650998270712198	0.07394011032308906	32.0	63.91752577319587	0.2806619103619976	0.4653817345675525	4	-0.5988563577681026
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.0019650998270712198	46.5	0.0019650998270712198	0.0298507462686567	39.5	79.38144329896906	0.18143947689033119	0.2597986866103535	5	-0.690820956044462
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0019650998270712198	46.5	0.0019650998270712198	0.545030203185063	10.0	18.556701030927833	0.5853207574972521	0.3930080994928897	5	-1.484334949897731
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.0019650998270712198	46.5	0.0019650998270712198	0.0257997936016512	42.0	84.53608247422679	0.2989909832170232	0.43913501468575444	5	-0.6763885216543347
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.00270014850816795	42.0	0.00270014850816795	0.0462264150943396	36.0	72.16494845360825	0.22637663713221853	0.4236217263717134	5	-0.5280099548713472
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.0027870680044593103	41.0	0.0027870680044593103	0.0369526676012204	38.0	76.28865979381442	0.19896772626966885	0.3484715007248328	4	-0.5629747564927031
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.00364686661220679	40.0	0.00364686661220679	0.00124796251018745	49.5	100.0	0.03451695440298997	0.0749779352628552	5	-0.4117222978008107
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.00367759730309531	38.5	0.00367759730309531	0.04995004995005001	34.0	68.04123711340205	0.17914273322822688	0.33594015519171644	5	-0.5223106949658818
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.00367759730309531	38.5	0.00367759730309531	0.00124796251018745	49.5	100.0	0.0011400002183607656	0.0004765452898899592	5	5.324986184042466
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.00583249086243098	37.0	0.00583249086243098	0.7069441603599921	5.0	8.24742268041237	0.5408034105923234	0.5002150372489049	5	-1.0694818825762191
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	0.0118461818844542	36.0	0.0118461818844542	0.47172341589370503	12.0	22.680412371134018	0.4532911955965325	0.3671199596623944	5	-1.2024544078672095
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	0.0177053824362606	35.0	0.0177053824362606	0.239926338760577	24.0	47.42268041237113	0.2800849368398684	0.28457688503686784	5	-0.9219988277319703
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	0.0393019965414243	34.0	0.0393019965414243	0.00137733458211669	48.0	96.90721649484536	0.0866957014790029	0.16922105709623333	5	-0.2800697841677384
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.0455953961930058	33.0	0.0455953961930058	0.00175549469840601	46.0	92.78350515463916	0.005583124018514766	0.0069314137693725865	5	5.772598997233553
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.050284948038887	32.0	0.050284948038887	0.927124649022614	2.0	2.0618556701030926	0.6584844386530512	0.4298985521194827	5	-1.4147511956381882
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	0.05532617671346	31.0	0.05532617671346	0.0431491885143571	37.0	74.22680412371133	0.029860038514648163	0.023578006702445482	5	1.0800802001710568
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	0.0628591954022989	30.0	0.0628591954022989	0.41208956480935605	15.5	29.896907216494842	0.5582845022556011	0.36529605814841315	5	-1.356229545329558
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.0760450312019819	29.0	0.0760450312019819	0.00282039711191336	45.0	90.72164948453607	0.04264829428299277	0.08251781057340361	5	0.40472155873889926
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.11437029063509199	27.5	0.11437029063509199	0.455053400471534	13.0	24.74226804123711	0.4777459963700429	0.5447465762403448	4	-0.6670545930602193
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.11437029063509199	27.5	0.11437029063509199	0.174754941346617	28.0	55.6701030927835	0.29772715949002126	0.3561355601575359	5	-0.5148513357492909
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	0.16971494480145	26.0	0.16971494480145	0.564710555875181	9.0	16.49484536082474	0.5305019527481888	0.3073142327073471	5	-1.1740003213268466
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	0.24277807482767103	25.0	0.24277807482767103	0.38729830368225104	17.5	34.02061855670103	0.48389103855047627	0.33137975350735716	5	-0.7276031838724032
HALLMARK_COAGULATION	HALLMARK_COAGULATION	0.282146497742828	24.0	0.282146497742828	0.0017321416198988401	47.0	94.84536082474227	0.0015505474805931317	0.0009499379859569563	5	295.3834401932731
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.361455680604617	23.0	0.361455680604617	0.999499849954987	1.0	0.0	0.7795107911868213	0.4372772894828935	5	-0.9560412137492422
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.42039993561787703	22.0	0.42039993561787703	0.38729830368225104	17.5	34.02061855670103	0.3988946996634506	0.2415639213976223	5	0.0890250325048669
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.44982794982795	21.0	0.44982794982795	0.442042042042042	14.0	26.804123711340203	0.48838659901820514	0.2738126103122605	5	-0.14082130529445744
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.52788140345744	20.0	0.52788140345744	0.607110000173584	8.0	14.432989690721648	0.5358480099491593	0.4478513666366993	5	-0.017788505484637486
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	0.563330718109655	19.0	0.563330718109655	0.11748269511653	29.0	57.73195876288659	0.12530859469138161	0.10210107318462518	5	4.290083441397486
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	0.5779257653192921	18.0	0.5779257653192921	0.6937995018264771	6.0	10.309278350515463	0.5929609559899146	0.27929253018911154	5	-0.05383312851382766
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.597716962891351	17.0	0.597716962891351	0.41208956480935605	15.5	29.896907216494842	0.40847699128447834	0.26280870805439727	5	0.7200673562449194
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.645154026301567	16.0	0.645154026301567	0.0675367260058315	33.0	65.97938144329896	0.14184275406311148	0.1328548876258818	5	3.78842872274128
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	0.64716124014565	15.0	0.64716124014565	0.0943044715487366	30.0	59.793814432989684	0.16651378104763406	0.2153307166450111	5	2.2321360676581943
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	0.6729612466395369	14.0	0.6729612466395369	0.32996632996633	21.0	41.23711340206185	0.3082749828139514	0.24718145917690618	5	1.4753787158630776
