pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.435413642960813	50.0	0.435413642960813	0.139762403913347	22.0	44.68085106382979	0.4306798556682944	0.4102278383595718	25	0.011539410176179482
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	0.865210547028729	29.0	0.865210547028729	0.23955895887345602	17.0	34.04255319148936	0.2176799529196197	0.1618052254592018	25	4.001913981896586
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.865210547028729	29.0	0.865210547028729	0.0106179655977915	37.0	76.59574468085107	0.10956632211535151	0.1734676965176672	25	4.356109178151318
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.865210547028729	29.0	0.865210547028729	0.000816139984330112	48.0	100.0	0.01959736576165823	0.038963023406903906	25	21.702966231240556
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.865210547028729	29.0	0.865210547028729	0.0134480903711673	35.0	72.34042553191489	0.15829367172877107	0.317700235389455	25	2.225106551883347
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.865210547028729	29.0	0.865210547028729	0.0156641604010025	31.0	63.829787234042556	0.2328924881190043	0.384853653941765	25	1.6430091086140637
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.865210547028729	29.0	0.865210547028729	0.0135869565217391	33.5	69.14893617021276	0.039726445414886374	0.07625501982543781	23	10.825308333845198
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.865210547028729	29.0	0.865210547028729	0.00495000495000495	40.0	82.97872340425532	0.10404506177780687	0.2491318034311105	25	3.0552722485365
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.865210547028729	29.0	0.865210547028729	0.00343253355301548	42.0	87.23404255319149	0.03492093702299514	0.08367356988697848	25	9.922961469520686
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	0.865210547028729	29.0	0.865210547028729	0.630685616299009	5.0	8.51063829787234	0.6190809727511812	0.24534897025555474	25	1.0031816070847168
