pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.633505396527452	50.0	0.633505396527452	0.845228270523821	2.0	2.1052631578947367	0.6110282503100773	0.44223372300904246	10	0.05082639574484695
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	0.868106818477093	28.5	0.868106818477093	0.183703407348136	23.0	46.315789473684205	0.242201205744204	0.1576677821000639	10	3.9697749558984587
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.868106818477093	28.5	0.868106818477093	0.1421620174890336	25.0	50.52631578947368	0.28656825702028865	0.3584772646039629	10	1.6222467053783014
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	0.868106818477093	28.5	0.868106818477093	0.5168176297309051	9.0	16.842105263157894	0.5006520498405538	0.35406248348016556	10	1.0378246376875
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.868106818477093	28.5	0.868106818477093	0.0009770845547887594	48.5	99.99999999999999	0.01759572654431082	0.05124055578232313	10	16.598397088936142
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.868106818477093	28.5	0.868106818477093	0.04451000015516146	31.0	63.157894736842096	0.2699699445312521	0.4043679329409844	10	1.4791896815248606
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.868106818477093	28.5	0.868106818477093	0.11132588774341336	26.0	52.63157894736842	0.3936190964207623	0.46855746976888546	10	1.0126564032590717
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.868106818477093	28.5	0.868106818477093	0.0178571428571429	37.5	76.84210526315789	0.21194794571701872	0.31258876453083406	9	2.099112147376462
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.868106818477093	28.5	0.868106818477093	0.01371075700652072	39.0	79.99999999999999	0.13056244211868684	0.30481457643145	10	2.419649299561214
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	0.868106818477093	28.5	0.868106818477093	0.0031117638671356402	43.0	88.42105263157895	0.005490561102877827	0.006259111582624299	10	137.817683226625
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	0.868106818477093	28.5	0.868106818477093	0.610098783087873	6.0	10.526315789473685	0.655512821067651	0.24835546412614373	10	0.8560069260302732
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.868106818477093	28.5	0.868106818477093	0.9997499199679871	1.0	0.0	0.7198747429328443	0.4362829289847243	10	0.3397613468150134
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.868106818477093	28.5	0.868106818477093	0.4097175570211515	15.0	29.473684210526315	0.3631182173028325	0.22442636495320414	10	2.2501304660865373
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.868106818477093	28.5	0.868106818477093	0.495564169875616	11.0	21.052631578947366	0.48046540400822524	0.2286464109874633	10	1.6953750237965564
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.868106818477093	28.5	0.868106818477093	0.3684203079047535	16.0	31.57894736842105	0.4247013581647243	0.20402365428964891	10	2.173304178165898
