pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	0.0033820346320346303	49.0	0.0033820346320346303	0.0011524392075208702	45.0	91.66666666666667	0.11576652067390376	0.29474149519973375	50	-0.3812984865456795
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	0.0033820346320346303	49.0	0.0033820346320346303	0.09935311076241175	23.0	45.833333333333336	0.13821047590683874	0.13893622835181976	50	-0.9704340104395683
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	0.0033820346320346303	49.0	0.0033820346320346303	0.109291373236859	22.0	43.75	0.29882683333917504	0.3242983507162067	50	-0.9110277559372603
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	0.0259530538093316	45.5	0.0259530538093316	0.0008456280221088995	46.0	93.75000000000001	0.07847584858483869	0.2260031985954912	50	-0.23239845764092176
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.0259530538093316	45.5	0.0259530538093316	0.291586023436629	13.0	25.000000000000004	0.3230959511199339	0.17717093951106463	50	-1.6771537032575548
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0259530538093316	45.5	0.0259530538093316	0.004661105980138254	41.0	83.33333333333334	0.15362840598575628	0.30931220322673436	50	-0.4127717912339693
HALLMARK_COAGULATION	HALLMARK_COAGULATION	0.0259530538093316	45.5	0.0259530538093316	0.0008143689048589341	49.0	100.00000000000001	0.021518532214769646	0.13857280864345303	50	0.03200138351797392
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	0.0349510685040943	43.0	0.0349510685040943	0.0008143689048589341	49.0	100.00000000000001	0.06290120093606705	0.13210496577432523	50	-0.21157518393154065
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.0360823579820941	42.0	0.0360823579820941	0.05225831719541145	25.0	50.0	0.13292415875745317	0.19598293212560405	50	-0.49413384994818754
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	0.0395136778115502	41.0	0.0395136778115502	0.005693326822916666	40.0	81.25000000000001	0.05361332325397673	0.18836446379989488	50	-0.07485300124021801
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.0407111997341309	39.5	0.0407111997341309	0.013873473917868999	31.0	62.50000000000001	0.157981286650887	0.30561025424278604	47	-0.3837243197461339
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	0.0407111997341309	39.5	0.0407111997341309	0.01134822640476715	33.0	66.66666666666667	0.10131732763869278	0.24435852668559957	50	-0.24802133457998743
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	0.0543400543400543	37.5	0.0543400543400543	0.5810885514548481	7.0	12.5	0.5776613969432087	0.3590999575088686	50	-1.4573138527598688
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0543400543400543	37.5	0.0543400543400543	0.233381246318204	14.0	27.083333333333336	0.2894489292758643	0.20555903749728016	50	-1.1437535308508187
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0775347912524851	36.0	0.0775347912524851	0.010505334621964901	34.0	68.75000000000001	0.22184374369564636	0.3689627401480243	50	-0.3911206654234677
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.080625	35.0	0.080625	0.914521064021765	1.0	0.0	0.6697017200404709	0.4204149202063777	50	-1.401179386667102
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0872433491885174	34.0	0.0872433491885174	0.1636419820382575	21.0	41.666666666666664	0.3851133645419381	0.39523801856622426	50	-0.7536471729971266
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	0.0984670471075305	33.0	0.0984670471075305	0.63001592276518	4.0	6.25	0.5805895109457466	0.21218042358634198	50	-2.2722287744044745
