	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)	Gene Name
PA1985	PA1985	0.000230031397414969	5549.0	2.872	0.8934534717269151	5465.0	0.3431200000000001	0.27771749284719804	25	9.105944224375547	pqqA
PA1249	PA1249	0.00018252616379591002	5548.0	2.5525	0.9189250136109659	5434.0	0.29441999999999985	0.1983848679545226	25	11.382319746875245	aprA
PA1988	PA1988	0.000230031397414969	5547.0	2.419	0.8898138072829251	5339.0	0.2767399999999996	0.17587851631168638	25	12.180339275796223	pqqD
PA3190	PA3190	0.00282914011834428	5546.0	2.3280000000000003	0.94470730271279	4756.5	0.23768000000000003	0.2864955598841513	25	7.2961689208909615	
PA3875	PA3875	0.000488063762378521	5545.0	2.2505	0.919298059588922	4987.5	0.1853399999999995	0.1436457390016608	25	14.376757809545076	narG
PA3874	PA3874	0.00018252616379591002	5544.0	2.248	0.940064097982993	4713.0	0.17955999999999978	0.1672142662374638	25	12.36999716915645	narH
PA1073	PA1073	0.00352850829111765	5543.0	2.1495	0.945533449385093	4593.0	0.17113999999999965	0.15177412768101628	25	13.03489619889577	braD
PA1123	PA1123	0.000984001406613256	5542.0	2.1390000000000002	0.9164044680666591	4898.5	0.1907999999999999	0.1356792326285298	25	14.358866587445196	
PA4739	PA4739	0.000488063762378521	5541.0	2.1275	0.9164044680666591	5192.5	0.27101999999999976	0.22462628593584857	25	8.264749569559262	
PA3479	PA3479	0.000794019955554629	5540.0	2.004	0.8898138072829251	5466.0	0.3222199999999999	0.20935571204690503	25	8.033122113349389	rhlA
PA1070	PA1070	0.000488063762378521	5539.0	1.9885	0.9351967350740149	3074.5	0.14418000000000022	0.14963503377662993	25	12.325455833779793	braG
PA1999	PA1999	0.0609225654287433	5538.0	1.9525	0.8898138072829251	5300.5	0.31564000000000014	0.2957594926625349	25	5.534429293424832	dchA
PA3187	PA3187	0.0108853159292135	5537.0	1.9369999999999998	0.9164044680666591	4572.5	0.2605200000000002	0.2941052277672057	25	5.700272697386361	
PA3334	PA3334	0.0019670371991002	5536.0	1.9125	0.8934534717269151	5058.0	0.22161999999999998	0.17228188384156942	25	9.814612902392772	
PA2000	PA2000	0.0384165280920083	5535.0	1.896	0.8898138072829251	5404.0	0.37995999999999985	0.29591499764853646	25	5.123227994684568	dchB
PA1987	PA1987	0.000488063762378521	5534.0	1.868	0.8898138072829251	5300.5	0.2490800000000004	0.1533173913814081	25	10.55927175262595	pqqC
PA4500	PA4500	0.00111234191402757	5533.0	1.864	0.8898138072829251	5270.5	0.2395600000000001	0.15342834375260173	25	10.587613476551354	dppA3
PA2444	PA2444	0.00111234191402757	5532.0	1.8535	0.9224259287074371	4854.0	0.20305999999999969	0.18171258899702034	25	9.082694870563225	glyA2
PA5167	PA5167	0.000488063762378521	5531.0	1.8365	0.927878128334293	3729.5	0.1462199999999995	0.1710233341779227	25	9.883329711263444	dctP
PA1216	PA1216	0.000488063762378521	5530.0	1.835	0.8934534717269151	5477.0	0.36892	0.18286998341262442	25	8.017062027571601	
PA0130	PA0130	0.000488063762378521	5529.0	1.829	0.9021234478698921	4701.0	0.14025999999999977	0.08926938631654875	25	18.917347476902524	bauC
PA1338	PA1338	0.000488063762378521	5528.0	1.8085	0.9221406590815621	5181.0	0.21057999999999968	0.14119841831031038	25	11.31684064964713	ggt
PA1175	PA1175	0.000703245522148271	5527.0	1.808	0.8898138072829251	5495.0	0.3448400000000001	0.20064114524859164	25	7.29242248984955	napD
PA1041	PA1041	0.00111234191402757	5526.0	1.7925	0.8898138072829251	5549.0	0.46129999999999993	0.2240233897758598	25	5.94223666257302	
PA3873	PA3873	0.000565738009069425	5525.0	1.7795	0.929139260614198	4338.0	0.19008000000000003	0.2044661076234068	25	7.7735132657166455	narJ
PA4738	PA4738	0.00110185152861795	5524.0	1.777	0.9072241807731579	5370.0	0.26923999999999976	0.21084567421062594	25	7.15101225408026	
PA3329	PA3329	0.0008249682765050259	5523.0	1.7590000000000001	0.8934534717269151	5077.0	0.20413999999999985	0.13060456538727883	25	11.905096850094086	
PA0998	PA0998	0.00580787225130534	5522.0	1.736	0.905097455735291	5471.0	0.3107799999999997	0.15773514721414078	25	9.035525849322129	pqsC
PA3038	PA3038	0.00783874288227152	5521.0	1.7355	0.9164044680666591	5132.0	0.23949999999999988	0.19075000000000014	25	7.842726081258187	opdQ
PA3333	PA3333	0.00274790453523198	5520.0	1.7345	0.895874898618688	5116.5	0.1933999999999999	0.1357033375909872	25	11.356389808516786	fabH2
PA3872	PA3872	0.000488063762378521	5519.0	1.734	0.929139260614198	4866.5	0.1902600000000007	0.17878764871582606	25	8.634489077339431	narI
PA1072	PA1072	0.000844151077052783	5518.0	1.732	0.9164044680666591	3765.0	0.16356000000000015	0.15057205639382965	25	10.416541007434057	braE
PA3331	PA3331	0.00187036318188848	5517.0	1.7315	0.8934534717269151	5179.0	0.22202000000000033	0.15486670881761563	25	9.746962478409051	
