	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PDLIM4	PDLIM4		15993.0	6.71639161981608	-6.71639161981608	0.13590738674435301	16422.0	0.3798406342057055	0.202801918814455	25	31.24502481363469
LRCH2	LRCH2	0.0343517354345069	15992.0	6.473926007738639	6.473926007738639	0.5943600260716015	10717.0	0.18724800307614356	0.13170705327194596	24	47.73228045488114
NAA11	NAA11	0.0010726683246673801	15991.0	5.7607749679156	5.7607749679156	0.469317395371994	15614.0	0.37142332916246473	0.32530850913103365	24	16.566894155794476
ALOX15B	ALOX15B	0.00028217552829259	15990.0	5.72682863626623	5.72682863626623	0.5289487149116265	15490.0	0.38700623740666923	0.36716019182990794	24	14.54357666675724
GABRG1	GABRG1	0.000590667553359542	15989.0	5.6216792118559	5.6216792118559	0.29115307598829054	17399.0	0.6023268521718553	0.38726775918952105	22	12.960935271731914
TACC2	TACC2	5.41707776518701e-77	15988.0	5.557532124895589	-5.557532124895589	0.7040412535461059	3707.0	0.15251429553314116	0.21264736517810845	25	25.41775123729058
BEND2	BEND2	0.00365919717720976	15987.0	5.45448082686445	5.45448082686445	0.45403395242290995	17120.0	0.48892466926712536	0.3959819930409381	19	12.539853439961767
SIPA1L2	SIPA1L2	0.0025765344181336	15986.0	5.45168718471491	5.45168718471491	0.497693852466165	6416.0	0.17118092305917826	0.1978282077845125	25	26.692382854762588
TNMD	TNMD	6.84650423402457e-05	15985.0	5.37189705322552	5.37189705322552	0.644225298927217	16345.0	0.394762133105539	0.2927943045580376	21	16.998742265949417
IGSF1	IGSF1	0.00169619220097531	15984.0	5.16759757091405	5.16759757091405	0.5926355607418344	12346.0	0.2163648679828847	0.1775290717384674	24	27.889700849814787
RTP4	RTP4	9.62969228302527e-07	15983.0	5.15575858097694	5.15575858097694	0.7437811766289921	7627.0	0.21166006358189404	0.20687302342774036	25	23.899193986121606
BTC	BTC	0.0180428305663216	15982.0	5.13180361242296	5.13180361242296	0.776318468037534	6593.0	0.18333201650435105	0.2147812649144532	25	23.039586799572913
C15orf54	C15orf54	0.0129709531629946	15981.0	5.05785786773913	5.05785786773913	0.860563748812437	10888.0	0.2261556712018995	0.21035774101563212	23	22.968977386851556
C8orf48	C8orf48	0.000253931896431435	15980.0	4.99117161018929	4.99117161018929	0.901915131832294	5468.0	0.22098819072410844	0.31576342027980236	24	15.10682717851946
CAPN14	CAPN14	0.0144823477709296	15979.0	4.977190138404519	4.977190138404519	0.21388357621211201	17540.0	0.823121495477407	0.7655452679557249	21	5.42628740168421
NLRP14	NLRP14	0.0260804109892143	15978.0	4.80959550681174	4.80959550681174	0.8926963617339095	11142.0	0.18480551908986798	0.13854686710030653	24	33.38068975874836
RAB3C	RAB3C	0.0319555966000586	15977.0	4.8065165459012995	4.8065165459012995	0.35055722771406894	15561.0	0.39264750696790246	0.32250741177467956	25	13.68610108724309
CPNE6	CPNE6	0.0961777461281417	15976.0	4.7995976721202895	-4.7995976721202895	0.7279154302841758	12602.0	0.35723240524787314	0.2791368871607709	23	15.914647870647794
RXFP1	RXFP1	0.00989959837489472	15975.0	4.755386053467519	4.755386053467519	0.567588094904298	14690.0	0.35978507080027866	0.2749478682714536	25	15.98703423416799
LINC01088	LINC01088	1.24640075385114e-43	15974.0	4.72686751424241	4.72686751424241	0.750993977681909	8836.0	0.1885761820288762	0.1567190372387214	24	28.958136880975136
CPNE4	CPNE4	1.95158533798695e-05	15973.0	4.725543110251349	4.725543110251349	0.5483467350442686	13194.0	0.36343954370378245	0.34229371078411697	24	12.743744419244459
SH2D4B	SH2D4B	0.0411924409638917	15972.0	4.711654978621549	-4.711654978621549	0.681072137032776	14793.0	0.31962952311549453	0.19485222787748122	23	22.54028862460666
CCR3	CCR3	0.112261009025226	15971.0	4.62213105787063	4.62213105787063	0.8585440997936791	13450.0	0.3115151248931891	0.29341663595720135	23	14.691109517069782
PCAT18	PCAT18	0.0393469191184233	15970.0	4.61682132213505	4.61682132213505	0.7860224009976708	12159.0	0.26383062969105237	0.24981572385430836	23	17.42480667462968
BCORP1	BCORP1	0.0109906105432597	15969.0	4.60145914191809	4.60145914191809	0.621471159657252	16396.0	0.3878887542327499	0.2259183121008027	24	18.65085812877923
TSPAN8	TSPAN8	0.137565177420885	15968.0	4.506524289949691	4.506524289949691	0.39106061683081406	13415.0	0.3778385059270668	0.35868097694003714	24	11.510746455652821
NLGN1	NLGN1	0.00261027106197994	15967.0	4.5037739317011205	4.5037739317011205	0.54196216622173	12837.0	0.2882233761516226	0.2715078397308768	24	15.526441371740956
SLC28A3	SLC28A3	0.0551191213649735	15966.0	4.50300071483099	4.50300071483099	0.7456604367565565	6799.0	0.20822354336138785	0.2920801590304177	24	14.70410446819271
VENTX	VENTX	0.0170402915283975	15965.0	4.491433657756151	-4.491433657756151	0.6287381397519115	10082.0	0.24832824095503728	0.27667031416936794	24	15.33632341272303
DUSP9	DUSP9	0.158329322985069	15964.0	4.45038103050567	-4.45038103050567	0.7002996061590729	8190.0	0.2120254791614321	0.2290646405230668	23	18.502879980367098
MCF2L	MCF2L	0.18988664512945802	15963.0	4.447974300243519	-4.447974300243519	0.642214461206696	5288.0	0.1662030058524272	0.2150131610312646	25	19.913996305409828
BANCR	BANCR	0.0759184026069798	15962.0	4.39284122677607	4.39284122677607	0.736621099862037	16247.0	0.3963889593019431	0.32683799897192567	23	12.227624327786344
MMP8	MMP8	0.0811792903190388	15961.0	4.2655147298155205	4.2655147298155205	0.331281364376018	15263.0	0.4531413533430396	0.48239089017945797	21	7.903079129571062
CD93	CD93	0.0878444605798142	15960.0	4.26518063980813	4.26518063980813	0.20383083174793049	15206.0	0.32149745760701803	0.2033186253688903	24	19.396566227249995
HLA.DQB2	HLA.DQB2	0.10533452841650698	15959.0	4.26303871541441	4.26303871541441	0.5373852742147885	13842.0	0.31100470202575364	0.27999195540118965	24	14.114812719265236
