	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
LTB	LTB	5.265395264101229e-26	7391.0	12.153659356272199	12.153659356272199	0.7656173683642741	9907.0	1.0114516479872666	1.143730034024715	8	9.741991009081222
SPOCK1	SPOCK1	7.196080330194286e-248	7390.0	11.3316355317962	-11.3316355317962	0.7370073768446399	8071.0	1.1297043661830595	1.3957459069298392	18	7.309304017988403
IL24	IL24	3.65764691708703e-36	7389.0	9.566313579581788	9.566313579581788	0.867817084566942	7289.0	0.4131793972715997	0.3393542761647296	4	26.972208176528376
IFI27	IFI27	8.93101862324838e-42	7388.0	8.5054318815449	8.5054318815449	0.968197254641689	6974.0	0.7302086949768014	1.167492124908414	14	6.659764995997759
PMEPA1	PMEPA1	3.693478623780439e-86	7387.0	7.704136845722361	-7.704136845722361	0.6107077447210455	9655.0	1.107034941602967	1.3348817554172607	18	4.942087100484233
NEURL1	NEURL1	1.9700370878358502e-40	7386.0	7.415260165682991	7.415260165682991	0.4464578219472486	10989.0	3.3139035237613594	3.1400011475260907	2	1.3061640583007312
FRAS1	FRAS1	2.7336938030659796e-55	7385.0	7.2360322724329995	7.2360322724329995	0.9524898110498395	3423.0	0.3871668517927286	0.47300142080393565	8	14.479587416459795
ROBO1	ROBO1	6.294465143732728e-106	7384.0	7.118911687669669	7.118911687669669	0.9478860417939909	2707.0	0.483670447701	0.6915155513750757	18	9.595216227277204
TGFBI	TGFBI	4.94862421223267e-08	7383.0	7.07374498355586	-7.07374498355586	0.48833078685363895	10330.0	1.7832174026804424	1.7872120880092581	23	2.9602125099592613
IGFN1	IGFN1	3.53707985602337e-19	7382.0	6.75022734109774	6.75022734109774	0.9469273900556785	9805.0	1.3288491292516962	1.9951551175925222	8	2.7172715364546765
KRT17	KRT17	1.95984673544064e-36	7381.0	6.610718838223599	-6.610718838223599	0.8937196930123815	10037.0	1.6284722032599117	2.548515387284084	13	1.9549603898107895
TENM2	TENM2	1.2755032864479797e-141	7380.0	6.48917310919491	6.48917310919491	0.7474010562204825	10263.0	0.9948033401042287	0.5446640281623397	8	10.08763106245206
SPNS2	SPNS2	1.5641476588851e-41	7379.0	6.47421504599311	6.47421504599311	0.732997457030136	1989.0	0.9746557932745632	1.4894348863923075	3	3.692379776359017
UNC13D	UNC13D	1.3690351265743398e-65	7378.0	6.41287541998083	6.41287541998083	0.871346201867859	8274.0	0.6056199978114339	0.5719550236406602	15	10.153342801684868
S100A2	S100A2	2.3203620945781502e-48	7377.0	6.37426486838514	-6.37426486838514	0.9348530945918109	10523.0	1.7063758384197227	1.8300585639929712	12	2.5506774055255566
MFAP5	MFAP5	3.603924686595218e-224	7376.0	6.260835986457661	-6.260835986457661	0.8395624430033	8506.0	0.7264137425322474	0.7202287304934722	8	7.684256416893347
IL13RA2	IL13RA2	5.96919307613662e-32	7375.0	6.1295471228626	-6.1295471228626	0.9987066694910641	9629.0	0.638582552181431	0.30473321700223294	4	18.018923649668732
TMEM47	TMEM47	7.111644599368428e-123	7374.0	5.96798650351153	5.96798650351153	0.876561342669832	5187.0	0.40258126827475527	0.4891171367164995	10	11.378471162548077
NEDD9	NEDD9	0.0	7373.0	5.824742807308691	-5.824742807308691	0.801764774930511	7273.0	0.43109571397709845	0.30267920728638426	16	17.819681575379295
F2RL1	F2RL1	9.801768330004858e-35	7372.0	5.778421386403839	-5.778421386403839	0.8586915344403805	6799.0	0.3955290871589711	0.34404396541606524	10	15.645943078045665
MTUS1	MTUS1	8.74916823013473e-25	7371.0	5.634012004818599	5.634012004818599	0.8848935883312831	8834.0	0.5455935245795973	0.41210955864400867	15	12.34724692380774
GJA1	GJA1	9.68196684597466e-32	7370.0	5.608073728434941	-5.608073728434941	0.8836386718146201	7551.0	1.4249052904647608	2.1601990878665642	19	1.9364735692493613
IFITM1	IFITM1	8.651189597041691e-11	7369.0	5.40648437557331	5.40648437557331	0.6896174005652501	9431.0	0.757538298012652	0.5394126241023679	21	8.618534068046573
GDF15	GDF15	0.000580554452609677	7368.0	5.31349862139761	5.31349862139761	0.9748041191384329	9159.0	1.0433435051630833	1.1437192205029918	15	3.733569428304765
MAP3K7CL	MAP3K7CL	3.0325889060896798e-34	7367.0	4.972620584313099	4.972620584313099	0.9275799059315091	8776.0	0.591296003724695	0.4196167693568803	12	10.441252353435205
LTBP1	LTBP1	1.0101170644235999e-23	7366.0	4.930678421852299	-4.930678421852299	0.699589161136675	8700.0	0.7096180227852524	0.6178749111957267	19	6.831577593753316
FN1	FN1	2.5827218762203194e-32	7365.0	4.86927688390917	-4.86927688390917	0.28035913788244354	10582.0	2.3996952218127094	2.364591226854924	22	1.0444010931145935
DSC3	DSC3	1.0076306185028298e-95	7364.0	4.83285094270563	4.83285094270563	0.927816866246994	6019.0	0.7397348038620222	0.7785793011299827	11	5.257160231338165
