	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
ESM1	ESM1	5.18432262977568e-15	7099.0	6.56528848987801	6.56528848987801	0.9814226975681462	2864.0	0.32289752876698197	0.23760949760948127	2	26.27163907130764
CDH11	CDH11	4.319533300780189e-80	7096.0	5.707006542468459	5.707006542468459	0.99110457673455	2974.0	0.5387737309174332	0.7286883173210562	11	7.092514987136716
CSF3	CSF3	3.60767245491784e-10	7094.0	4.932085779047769	4.932085779047769	0.777494208219452	9423.0	2.3174027047242047	1.2750361867778073	2	2.0506736212179435
CXCL1	CXCL1	4.57506012589829e-24	7093.0	4.6761169525846205	4.6761169525846205	0.9898748741845245	2422.0	0.4019795006084223	0.3135764306083149	8	13.630289252558587
CXCL8	CXCL8	0.0015129806933573198	7091.0	4.3746758609412	4.3746758609412	0.851640621200659	8401.0	1.8096148346294463	2.119924084753121	13	1.2099777745628433
SYT1	SYT1	1.4476571179176598e-08	7090.0	4.22846907221579	-4.22846907221579	0.9533753032369621	7746.0	1.642448811499701	2.099581026193965	11	1.2316839543001212
BCAT1	BCAT1	6.185888862924389e-30	7089.0	3.86641337783453	-3.86641337783453	0.4113652000740745	7313.0	0.8880256237593113	0.5392656618902412	16	5.523043584186937
IL1A	IL1A	0.000676625325009573	7088.0	3.7092114464542996	3.7092114464542996	0.9292978460131005	5920.0	0.8714654615363199	0.5829039607086215	6	4.868290792651681
ST3GAL1	ST3GAL1	3.6430134836942e-30	7087.0	3.6287250417333503	3.6287250417333503	0.597287483014225	4696.0	0.6148357186114621	0.5346047096266542	18	5.637603389664606
MMP1	MMP1	5.97984395829561e-06	7086.0	3.26800364152862	3.26800364152862	0.7190517721457534	9011.0	2.643389697107186	2.37844918996931	13	0.26261395326653736
