	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
BCHE	BCHE	3.5516081432637606e-17	16219.0	10.7968503302812	-10.7968503302812	0.185015777171702	11180.0	1.6210585811073508	1.3192539511855599	20	6.955288434745971
KRT14	KRT14	5.142480685389938e-83	16218.0	10.3985278025596	10.3985278025596	0.000969203578560418	17620.0	4.457564179088156	2.4297955063794667	19	2.445046757174976
ZNF71	ZNF71	1.6659835578273e-14	16217.0	9.95109083778444	-9.95109083778444	0.42656545801796997	1339.0	0.9740765000211953	1.4211191444211146	24	6.316862574826534
LINC00662	LINC00662	2.08768593664626e-12	16216.0	9.68719239004051	-9.68719239004051	0.0443647425737946	11334.0	1.2828289961385384	0.6722102104398441	23	12.50258217351799
GABRG1	GABRG1	2.94069800083253e-05	16215.0	9.6397673738696	-9.6397673738696	0.743056673529334	9525.0	1.9182106717259257	2.037163373561739	19	3.790347304665824
ZNF736	ZNF736	2.5085205819075e-13	16214.0	9.613552616022151	-9.613552616022151	0.19974780359300853	8819.0	1.1716103747403255	1.2083612887951358	24	6.986273326994227
USH1C	USH1C	2.70309342308869e-13	16213.0	9.5669192588055	-9.5669192588055	0.111988164509234	14439.0	1.959215812838038	1.8691883549227315	19	4.070057159264696
NRXN1	NRXN1	1.41358509552215e-10	16212.0	8.74764875954811	-8.74764875954811	0.351172097550346	12699.0	1.7079054554427011	1.6261565237289715	20	4.329068697496865
ECEL1	ECEL1	2.55002168940297e-10	16211.0	8.47315020427711	-8.47315020427711	0.07855198295492015	15828.0	2.3880697013293295	1.852577389531159	19	3.284656574853136
ZFP28	ZFP28	8.721490319943691e-10	16210.0	8.46666807067914	-8.46666807067914	0.241600899263457	2637.0	0.7661898893981357	0.6630340185769806	23	11.614001643245928
ZNF418	ZNF418	2.51946473332608e-09	16209.0	8.28400788643921	-8.28400788643921	0.31122895461295497	5938.0	0.8736846512091109	0.7320883518838261	22	10.122170658994492
NDN	NDN	3.39968552607174e-09	16208.0	8.24678555262062	-8.24678555262062	0.45052735249237	7447.0	1.3096855047169023	1.5993453713545507	22	4.33746217180621
MYH13	MYH13	1.0441796506384001e-09	16207.0	8.20345270526594	-8.20345270526594	0.13890431531020503	12900.0	1.8525386981955279	1.3199161050387171	20	4.811604300323406
TAC1	TAC1	1.0962100052706401e-07	16206.0	8.06655098295424	-8.06655098295424	0.273879186118762	12546.5	2.2144206249311464	1.9358746865987515	19	3.022990278521093
GLB1L2	GLB1L2	1.1989655815751799e-23	16205.0	8.0367473631249	-8.0367473631249	0.0303008157020832	9688.0	1.3595881330998911	1.2167636064923264	23	5.487638843237475
NCAM2	NCAM2	2.30895438575007e-17	16204.0	7.95813442209638	-7.95813442209638	0.39419228601985706	10996.0	1.3344226421560208	1.0465160731777032	21	6.3292977047430625
TBC1D9	TBC1D9	3.31433516523306e-08	16203.0	7.86361730099877	-7.86361730099877	0.4226096114727765	4449.0	0.9605194722406346	1.079750583073364	24	6.393233712464782
MPO	MPO	1.60111335314876e-06	16202.0	7.69613408468902	-7.69613408468902	0.0857185331670289	17240.0	4.430528139227524	4.678253645963249	20	0.6980395234190235
BATF	BATF	8.66386084224463e-08	16201.0	7.67689806219198	-7.67689806219198	0.596523191424662	5593.0	1.4610329689622927	1.703318175709987	21	3.649268340977313
ROBO2	ROBO2	1.36641098458512e-07	16200.0	7.673834607645099	-7.673834607645099	0.263164684107543	9817.0	1.3326700530534594	1.1557286859078695	20	5.486724204314795
C4BPB	C4BPB	8.473637304171889e-12	16199.0	7.67074103451327	7.67074103451327	0.0381136162655872	16586.0	2.4918640511257455	2.0356211205759234	19	2.5441261790024576
ELFN1.AS1	ELFN1.AS1	1.84591217015847e-07	16198.0	7.6554933351629995	-7.6554933351629995	0.566000914583965	7661.0	1.407578419840645	1.568783916425632	19	3.9826485023876366
ANKRD1	ANKRD1	5.7125906910770704e-05	16197.0	7.588825426080871	7.588825426080871	0.113519711427039	16839.0	2.7110670439032205	2.38240178382398	19	2.047412159987719
MYH8	MYH8	3.30697933744169e-07	16196.0	7.5128542797483	-7.5128542797483	0.0044941092144637155	17281.0	4.749486706586223	3.5139330732195875	18	0.7864030178099503
PCDH17	PCDH17	2.0214713826924697e-19	16195.0	7.48953385860957	-7.48953385860957	0.44379818446345354	4371.0	1.1084627106694351	1.2797750531523955	20	4.986088088076114
MAG	MAG	9.28145927191561e-07	16194.0	7.384536236725951	-7.384536236725951	0.158009323728941	16042.0	2.870535487572207	2.376034268431793	19	1.899804564743517
ADCYAP1R1	ADCYAP1R1	1.27856673036205e-06	16193.0	7.240250902214349	-7.240250902214349	0.11852268828106499	15008.0	2.119616523309875	1.6556099554348211	20	3.0928990020234663
THSD7A	THSD7A	3.5924419148512498e-09	16192.0	7.22373450087262	-7.22373450087262	0.177682565169946	12213.0	1.4818998545911126	1.1165919712448298	21	5.142285449070744
CDKN2A	CDKN2A	0.182843521537178	16191.0	7.15789764364064	-7.15789764364064	0.1206713531851075	11406.0	1.5733506329318976	1.4828101857102862	22	3.7661914279565516
RPRM	RPRM	2.06086144875176e-06	16190.0	7.15740722068921	-7.15740722068921	0.30674195164659196	14366.0	1.9205426876447906	1.2090600306030148	21	4.331351959780318
ZNF280A	ZNF280A	1.83066099830839e-09	16189.0	7.1377847115092505	-7.1377847115092505	0.38672997720768654	11629.0	2.0501134442980877	1.9135083563911148	18	2.65881842126184
DNAJC12	DNAJC12	9.631152448648698e-12	16188.0	6.9583748660025195	-6.9583748660025195	0.22358829092016	8351.0	1.3910119292459475	1.3846098544225243	23	4.020889291647096
KRT23	KRT23	5.626776495181129e-09	16187.0	6.8843168964334	-6.8843168964334	0.276881383922827	13716.0	2.1785064454238485	2.0047703759677318	20	2.3473064583458783
GABRA2	GABRA2	1.6866688329549502e-08	16186.0	6.872542205983731	-6.872542205983731	0.3098003077135305	12387.0	1.7873320649518711	1.7561229148707895	20	2.89570285654294
TSHZ3	TSHZ3	3.2794887906948e-05	16185.0	6.8502723701301305	-6.8502723701301305	0.370483077137856	1679.0	1.0179277220435552	1.2695227727117493	23	4.5941236923450095
G0S2	G0S2	3.82019308994799e-36	16184.0	6.79245789189089	6.79245789189089	0.5566792807507315	3232.0	1.371599939951196	1.5140445404240308	22	3.580382087320563
POU4F1	POU4F1	4.48918951584395e-12	16183.0	6.777234755160509	-6.777234755160509	0.0186089805831452	14096.0	2.4585127408052503	2.0775257777820637	22	2.0787814334442887
HLA.DRA	HLA.DRA	4.27424280462322e-06	16182.0	6.729274664285129	-6.729274664285129	0.103652035490297	14827.0	2.343246642984877	2.546999695880282	21	1.722037120143579
SLC16A5	SLC16A5	3.46483487909339e-05	16181.0	6.678831991640131	-6.678831991640131	0.01857548294752555	13429.0	1.8964609556200835	1.1839436376174288	24	4.039357013349134
PRDM13	PRDM13	2.6544344590174102e-05	16180.0	6.664312083212099	-6.664312083212099	0.5185812502739421	8094.0	1.5395185702208074	1.5003937676813222	21	3.4156323649031433
CYP24A1	CYP24A1	3.1642987094039e-05	16179.0	6.65193201518278	-6.65193201518278	0.1423932161493115	15997.0	2.3757852293294413	1.9254422036570396	19	2.220864785103156
MAOB	MAOB	6.76167192217725e-06	16178.0	6.5999352611931394	-6.5999352611931394	0.0971207868479842	10784.0	1.5813001471440646	1.3843223665873516	20	3.6253370133873335
CRCT1	CRCT1	4.36405058362202e-27	16177.0	6.54188731697518	6.54188731697518	0.001393744109057347	17713.0	4.317083112092185	2.6364506629601743	19	0.8438633941228443
ZNF711	ZNF711	5.13244007216961e-11	16176.0	6.50652073145978	-6.50652073145978	0.34161820689793393	8523.0	1.1502360180852897	1.0444775971491922	23	5.1281949253808685
ZNF880	ZNF880	6.267762810215649e-05	16175.0	6.49465121451991	-6.49465121451991	0.45930478170232797	12155.0	1.5439240808311536	1.2458801318045305	20	3.973678532394711
SPOCK1	SPOCK1	4.4930205861220194e-51	16174.0	6.48207835261233	-6.48207835261233	0.7197039200186709	421.0	0.8094450599396946	1.1394430752918592	22	4.97842622916431
A2ML1	A2ML1	7.023454851974309e-93	16173.0	6.45927443759177	6.45927443759177	0.00731463396549933	17272.0	3.4466538474522657	2.192571805686006	20	1.374012281981763
RCAN2	RCAN2	5.56655804950834e-14	16172.0	6.45492657700979	-6.45492657700979	0.45924316950151706	5770.0	1.4030106999641183	1.7308639430456605	21	2.9187250085967045
GKN2	GKN2	0.000556835103980759	16171.0	6.43699254038691	6.43699254038691	0.0020475013614085	17512.0	4.178291835756202	2.3088151291474803	18	0.9782943104087869
MYH4	MYH4	0.000118608781468365	16170.0	6.42701536983706	-6.42701536983706	0.18128295596621252	15470.0	2.5517486181851132	2.07169069134664	20	1.8705817272041445
CPNE4	CPNE4	7.154884943757829e-07	16169.0	6.39246278593447	-6.39246278593447	0.3882402917215271	6167.0	1.0897981323307238	1.1576109341980017	20	4.580696758257088
SERPINA6	SERPINA6	8.136484567794471e-05	16168.0	6.342379363998769	-6.342379363998769	0.144078410052577	15021.0	2.594196225147779	1.7195124456623436	19	2.1797941319390786
ZNF214	ZNF214	0.000188695217552124	16167.0	6.334422202660099	-6.334422202660099	0.504144561768093	7240.0	1.154976856938299	1.2191691254039247	21	4.24834031456119
FAM133A	FAM133A	0.000277589361117697	16166.0	6.32645373098742	-6.32645373098742	0.2838758659361545	7508.0	1.0790981711544565	1.0034048846563466	19	5.229549546821387
CHST9	CHST9	0.000148208256147974	16165.0	6.322054657641621	-6.322054657641621	0.3823446483508571	7312.0	1.1029350056828657	1.0287298151423785	19	5.073362874426282
NCKAP5	NCKAP5	3.0604565022949896e-05	16164.0	6.309338405667339	-6.309338405667339	0.44428408111149	7641.0	1.1565704884248043	1.0561582121466135	21	4.878784123421879
RRM1	RRM1	7.811864554648518e-135	16163.0	6.30391871454106	6.30391871454106	0.27857305701448	2769.0	0.7085319550761314	0.6486651823884162	24	8.626001381579394
MIR99AHG	MIR99AHG	4.425447804603719e-52	16162.0	6.287458646247389	-6.287458646247389	0.00532472507013996	13899.0	1.5711185797052347	0.9969974384819301	20	4.7305438153617025
ZNF215	ZNF215	7.94563099592882e-07	16161.0	6.23979863374441	-6.23979863374441	0.484729289540762	7232.0	0.8794294328960587	0.6484926873965209	23	8.265889970738797
SUN3	SUN3	0.0008779738136006599	16160.0	6.2282458638625195	-6.2282458638625195	0.574662515614975	4723.0	1.274382851817679	1.4602775015181377	20	3.392412063388426
GPR15	GPR15	0.000161580285708306	16159.0	6.22048979454425	6.22048979454425	0.164037900954841	14367.0	2.308537841171515	1.8425878516052887	20	2.1230748644980952
LINC01029	LINC01029	0.000253383910258404	16158.0	6.210094050982421	-6.210094050982421	0.120195100989973	13706.0	2.1023989444999267	1.7718906496362667	19	2.318255422435758
LSAMP.AS1	LSAMP.AS1	0.0002755807362798	16157.0	6.2005406771055	-6.2005406771055	0.250357281604206	14576.0	1.876281401066473	1.1056454219021676	20	3.9110723839470265
TREM1	TREM1	0.000514125219374808	16156.0	6.14513580492342	-6.14513580492342	0.295987422387856	16347.0	2.326210385934837	2.1406228004459877	20	1.7840253865337365
AIM2	AIM2	7.95660836176214e-06	16155.0	6.138014625971921	-6.138014625971921	0.10226187165703723	12461.0	1.7690654107602046	1.5643700361868136	20	2.792785027934392
CYP3A4	CYP3A4	5.6800423120625e-12	16154.0	6.05433792621572	6.05433792621572	0.093847298921899	17245.0	3.6902474380665837	2.4533795891989136	19	0.9636056721744669
SLA	SLA	0.0005243113130437941	16153.0	6.05229923629622	-6.05229923629622	0.08604124046226624	12962.0	1.8207281197211174	1.6123672475769948	21	2.6244462128179227
DUSP2	DUSP2	0.000193278412911665	16152.0	5.99635745863198	-5.99635745863198	0.23268004357649302	10728.0	1.6781261327953223	1.5138742534070762	22	2.8524372589851414
FAM110B	FAM110B	0.000733967141626354	16151.0	5.98814111671587	-5.98814111671587	0.22836130164934051	12867.0	1.5662917735598612	1.5044327394887373	22	2.9392137162999514
TDRP	TDRP	0.000788246233490323	16150.0	5.98293316627167	-5.98293316627167	0.4642883445100025	1172.0	1.2379185295182464	1.4118519757356895	22	3.360844279925936
ADAMTS5	ADAMTS5	0.000262325594586551	16149.0	5.9578763157155	-5.9578763157155	0.45088247985973606	6283.0	1.2973158850444417	1.206071763970538	21	3.8642480239549877
