	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
ACKR3	ACKR3	3.75068442331396e-21	6984.0	14.827301200504198	-14.827301200504198	0.719795921412168	6907.0	0.554665607241284		1	
LRRC8D	LRRC8D	1.05896183408651e-33	6983.0	14.718110912428301	-14.718110912428301	0.933630548877105	2371.0	0.2857399028001239	0.3274672016445381	7	44.072722205915305
GAGE1	GAGE1	8.242248852235121e-29	6982.0	13.611527101315	-13.611527101315		199.0	0.04975234888081401		1	
CD99L2	CD99L2	1.30938181242088e-25	6980.0	12.794105651452199	-12.794105651452199	0.860639518798263	2918.0	0.19038360187361061	0.13570997738197035	5	92.87247918481376
SIRPA	SIRPA	1.41349027389852e-25	6978.0	12.7776057413508	-12.7776057413508	0.9738394013868116	5641.0	0.37491949570435223	0.228471766913065	4	54.28542184105291
PLS3	PLS3	9.917043049853938e-50	6977.0	12.766877038873	12.766877038873	0.8698283903583321	7083.0	0.6905432612140429	0.45550739223687625	20	26.511828311622516
IRAK1	IRAK1	3.410226743839389e-99	6976.0	12.011807112757099	-12.011807112757099	0.998357424942474	2498.0	0.33933757283044447	0.39823111742769285	18	29.31079222367909
A2M	A2M	4.346301981572799e-76	6975.0	11.8419406587251	11.8419406587251	0.8213277778670265	7403.0	1.0657217588037462	0.9235416757428968	13	11.668362330539079
COL1A2	COL1A2	3.4665675837796796e-81	6973.0	11.412531086025801	11.412531086025801	0.10582493658506699	7832.0	1.7981975368810403	1.4660042263718973	20	6.558189516914658
CYBA	CYBA	6.092457882067729e-50	6971.0	11.131074099468	11.131074099468	0.999300020944322	314.0	0.06750371933340577	0.05289942307419487	4	209.1434979284598
TIMP3	TIMP3	3.864678945332458e-270	6970.0	11.095152254939102	-11.095152254939102	0.925463220121691	6151.0	0.5511943139276021	0.4217050836702455	13	25.003155876717866
HMGB3	HMGB3	9.668281428739088e-50	6969.0	11.057853106956198	-11.057853106956198	0.992094010419446	1766.0	0.21384928317030688	0.1851297928474956	13	58.5751415641612
FAM83A	FAM83A	1.61903081680639e-19	6968.0	11.010581527197301	-11.010581527197301		7880.0	1.7786890241452802		1	
MEST	MEST	6.7178420213290765e-298	6967.0	10.562337311931099	-10.562337311931099	0.9946838181384945	7527.0	0.6867136203022994	0.4826898600207256	7	20.459563188679294
IGFBP4	IGFBP4	3.066428939563629e-88	6966.0	10.3043590808843	-10.3043590808843	0.999075928403469	6596.0	0.9002988680429505	1.0801401255113543	16	8.706333549445104
ALPP	ALPP	3.3976437631754194e-58	6965.0	10.0555142660026	10.0555142660026		7916.0	1.8522741592924064	0.5515002828561357	3	14.874407795816289
EEF1A2	EEF1A2	6.672809988327257e-246	6964.0	9.835676732593841	-9.835676732593841	0.9998902301001975	318.0	0.14837017052817564	0.13222117065486033	5	73.2659264328603
AKR1C2	AKR1C2	1.19985618674503e-21	6963.0	9.586247159713391	-9.586247159713391	0.9996341763447285	3422.0	0.6348333409615666	0.8490502981093329	5	10.542854573733562
ALDH1A1	ALDH1A1	5.754245989120677e-131	6959.0	8.9664101264803	-8.9664101264803	0.976526011039914	7271.0	0.8508104095803031	0.7949172616934829	5	10.209364053323755
FBLN1	FBLN1	2.5098480558385197e-55	6958.0	8.73570045547306	-8.73570045547306	0.999547166384261	5217.0	0.46014469076579495	0.4701946148910259	14	17.600277635304778
PTPRS	PTPRS	6.349897323752876e-193	6957.0	8.59799100674724	-8.59799100674724	0.9918822394236151	6134.0	0.5034131490039938	0.4298448476189165	8	18.831394403311727
CLSTN2	CLSTN2	1.0097742928833699e-33	6956.0	8.46206277206762	8.46206277206762	0.12429702522163	6994.0	0.578188049009573		1	
CLMP	CLMP	2.496221145464549e-193	6955.0	8.21010379046237	-8.21010379046237	0.9997943118242	6176.0	0.4803730851243744	0.4696364881868429	8	16.458965390829587
FMR1	FMR1	3.940306257268968e-158	6954.0	7.97819436909367	-7.97819436909367	0.875981579183192	4051.0	0.3463619732257181	0.24535110209448105	8	31.105759585824266
L1CAM	L1CAM	3.594974059036188e-206	6953.0	7.878108769248709	7.878108769248709	0.999493187176026	4747.0	0.35832446572317445	0.3751250030880716	8	20.046075952340733
PNMA2	PNMA2	3.884822900698278e-179	6951.0	7.525318539311731	7.525318539311731	0.5142069072765317	5148.0	0.3313073673480935	0.3621977021141018	2	19.862111576007003
FLNA	FLNA	0.0	6950.0	7.25022635322271	-7.25022635322271	0.9991760475007729	5909.0	0.7433449234706849	0.7972584975720794	24	8.161570493845685
TNC	TNC	1.51647680252898e-26	6949.0	7.186220826867911	-7.186220826867911	0.9833138311833308	7205.0	1.000240961127431	1.1452356058523445	19	5.4014910417813535
CA12	CA12	7.113279502391325e-212	6948.0	7.02077274581089	-7.02077274581089	0.999300020944322	6123.0	0.4924850906939077	0.2054619723783302	6	31.77370283925841
TLE3	TLE3	1.441519848080479e-290	6945.0	6.844272082029329	-6.844272082029329	0.9988074708634959	6072.0	0.4102764246995295	0.27266194189591453	10	23.59696997898556
CDYL2	CDYL2	1.0263159296391594e-245	6943.0	6.60924212846992	6.60924212846992	0.9998358376085938	6429.0	0.46191890790538553	0.405131089397275	2	15.173664479095104
CD24	CD24	6.811949946706796e-264	6942.0	6.55125594664929	6.55125594664929	0.9988836325712909	6356.0	0.6099765613220866	0.5579179413894994	15	10.649020123874125
ABI3BP	ABI3BP	4.528031765385888e-162	6941.0	6.478350222846099	6.478350222846099	0.270658322186797	7954.0	2.4263229628006067	2.718589412455326	2	1.4904888695148177
COL1A1	COL1A1	1.3412231833058398e-22	6938.0	6.078178537054759	-6.078178537054759	0.8884997503268115	7665.0	1.5335347815995997	1.4710734098512444	20	3.089338523163651
NLGN4X	NLGN4X	2.7414042154728193e-142	6936.0	5.66330194846089	5.66330194846089	0.998959794279086	6857.0	0.53922778387245		1	
PEG10	PEG10	1.0605814464890096e-163	6935.0	5.631337220501549	-5.631337220501549	0.998959794279086	4446.0	0.4727658352414495	0.5060997255343195	18	10.192796251398654
SLIT2	SLIT2	3.0179735185146587e-237	6932.0	5.46113203576115	5.46113203576115	0.999968331745135	2222.0	0.17998630631487197		1	
MYL9	MYL9	5.51652148463836e-80	6929.0	5.37195482076308	-5.37195482076308	0.898798849307209	7563.0	1.1296749314962726	0.8892535548708729	8	4.770607737275588
IDS	IDS	6.349664525234349e-111	6928.0	5.353615478946651	-5.353615478946651	0.992357996337263	6363.0	0.5251548334615541	0.36957983553002605	18	13.064729677582244
AKR1C3	AKR1C3	9.581139017864499e-67	6927.0	5.3516245134999405	-5.3516245134999405	0.9999010041505965	229.0	0.43379532385278075	0.6596569096127131	3	7.455131778327669
ADAM19	ADAM19	8.996058770062478e-124	6926.0	5.331821007788919	-5.331821007788919	0.9453217935225708	5692.0	0.6965680237544499	0.95962615874236	11	4.83026951881888
NDRG4	NDRG4	2.102086814358119e-199	6925.0	5.31610934338941	-5.31610934338941	0.47720906006015396	7210.0	0.663147796055206		1	
DNAJC15	DNAJC15	3.782828238911579e-96	6924.0	5.17683584288598	5.17683584288598	0.9991920625278521	7151.0	0.570354584263419	0.17018279003905257	3	27.06784427241728
OASL	OASL	4.35259726518076e-09	6923.0	5.00692286992177	-5.00692286992177	0.9967832886346499	71.0	0.0186139954815921		1	
SLC22A23	SLC22A23	5.180884099433118e-212	6921.0	4.97083682746022	-4.97083682746022	0.0077477758749695405	7349.0	0.724852070024408		1	
CTSH	CTSH	8.224786088708037e-111	6920.0	4.966902841446401	-4.966902841446401	0.9991920625278521	2589.0	0.19528744226148398		1	
IGFBP5	IGFBP5	7.857522515660328e-80	6919.0	4.95748795841167	-4.95748795841167	0.9689350158476085	6737.0	0.8110254385608641	0.850447171127671	16	4.875626212446217
CD82	CD82	2.624799833849279e-92	6918.0	4.879370051983201	-4.879370051983201	0.422078621356814	6605.0	0.5655438491993539	0.2056560401066465	7	20.97592757570766
ZNF326	ZNF326	1.3843074051484501e-46	6917.0	4.73871970687779	-4.73871970687779	0.9957750294325576	3092.0	0.21255804228472988	0.08399791999286478	8	53.88421123972517
SERPINE1	SERPINE1	2.76535725167897e-06	6916.0	4.641322411089219	-4.641322411089219	0.808495071745776	6996.0	0.7834553060190147	0.5802655204222865	17	6.648451388706765
SATB1	SATB1	1.5510426467049398e-44	6915.0	4.54487868126984	4.54487868126984	0.8337154004237349	7284.0	1.157556851165588	1.2832423736243233	6	2.639658648846886
MX2	MX2	1.30713036381128e-36	6914.0	4.46483653808913	4.46483653808913	0.9991920625278521	3155.0	0.22143612046333		1	
STOM	STOM	3.73479381387508e-92	6911.0	4.38261642387674	-4.38261642387674	0.8745752287697734	6905.0	0.866198281907603	0.9031277443989753	18	3.8935999516981816
MAL2	MAL2	6.71379358092035e-39	6908.0	4.330061538098009	4.330061538098009	0.9996341763447285	7076.0	0.6083867529308028	0.43288394510503353	4	8.597396201109264
FAM83H	FAM83H	4.66599575484378e-72	6907.0	4.27756231927528	-4.27756231927528	0.999813994190129	4606.0	0.296677710782136	0.05817852963393079	2	68.42532173881924
PPM1H	PPM1H	2.5864168693871295e-131	6906.0	4.25282746702026	4.25282746702026	0.9997943118242	955.0	0.1192957634004		1	
ADGRG1	ADGRG1	6.59459392995527e-05	6905.0	4.24841900116384	-4.24841900116384	0.9991920625278521	4597.0	0.46075171718987035	0.3551609059386357	7	10.664651487932623
RGS4	RGS4	2.81493353163405e-06	6904.0	4.05086902159203	4.05086902159203	0.406842266102937	7699.0	1.099057271306911	1.0552493006068413	2	2.7972648250869465
TANC2	TANC2	3.6795577291386994e-106	6901.0	3.9407732138648397	-3.9407732138648397	0.885228174046418	6776.0	0.7485975739175212	0.5708614317639833	17	5.591857256993831
WNT5B	WNT5B	1.6191754872279198e-53	6899.0	3.7430835726417597	3.7430835726417597	0.343672303759204	7560.0	0.897135340839335		1	
IFFO2	IFFO2	2.0372202847456e-62	6898.0	3.7274497099075004	-3.7274497099075004	0.0964337614647924	7545.0	0.884883463874029		1	
KYNU	KYNU	1.5337595002233897e-118	6897.0	3.60287388546173	-3.60287388546173	0.8555969162646179	7876.0	1.9358698909752607	1.092704013008126	3	1.5255768942381218
CLDN1	CLDN1	7.35180137694136e-08	6896.0	3.60198474522118	-3.60198474522118		4781.0	0.30751012589939297		1	
AK4	AK4	1.2058269830444597e-43	6895.0	3.5945796304876696	-3.5945796304876696	0.992357996337263	7066.0	0.45786024538232645	0.2887321745595675	5	10.863768091970005
SPOCD1	SPOCD1	5.30899882747568e-05	6893.0	3.5486156608078394	-3.5486156608078394	0.668519964005688	7461.0	0.581684640521571	0.42677608054309535	3	6.951961826236115
