	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
NDN	NDN	1.12311284745398e-25	16110.0	12.9622622536507	-12.9622622536507	0.667825392896313	4079.0	0.4387085759964809	0.7696812491676679	25	16.271091040865514
RASSF10	RASSF10	4.35481611765238e-22	16109.0	12.0115400744814	-12.0115400744814	0.29447458985617747	13333.0	0.8739462636344623	0.5801758416696936	24	19.196927915498776
HTATIP2	HTATIP2	5.280238889117129e-21	16108.0	11.6741553143079	-11.6741553143079	0.27030508835010303	3233.0	0.3485109824728736	0.5475270019559819	25	20.685088208207755
INA	INA	4.9440488549384595e-20	16107.0	11.460518139741001	-11.460518139741001	0.19360685899472305	14679.0	1.419429789647362	1.156909056194573	25	8.67923740101218
GABBR2	GABBR2	5.48920747006979e-20	16106.0	11.4322959824157	-11.4322959824157	0.00988457089860062	16735.0	1.8955034777105284	1.4385142510643143	23	6.629612808944493
EVI2A	EVI2A	6.807238345762521e-21	16105.0	10.214881530801001	10.214881530801001	0.170299128264588	12544.0	0.792723467882289	0.5206195497830575	25	18.097972054343582
TCEAL8	TCEAL8	1.1364746473513998e-20	16104.0	10.088717819125401	-10.088717819125401	0.0550245053070353	11545.0	0.7617482398492492	0.47584125341218303	25	19.601010867372082
INHBE	INHBE	1.6439261226753499e-41	16103.0	9.106145535334509	9.106145535334509	0.5164509750802719	12363.0	1.081424628133177	1.1434022946396472	24	7.018283017990959
STC1	STC1	8.82093257966079e-14	16102.0	9.02518873720068	9.02518873720068	0.5667283092666561	12059.0	0.7362641722094249	0.5800492586680261	25	14.29003561529448
JCHAIN	JCHAIN	7.44263539376585e-12	16101.0	9.008157968410881	9.008157968410881	0.401878888203716	9187.0	1.228314219401212	1.75435429176636	25	4.434590997680739
AFF2	AFF2	5.42090276885147e-10	16100.0	8.49047728418079	8.49047728418079	0.286171454537956	11009.0	0.6879022724775955	0.5828550125799162	25	13.386819780731267
KRT38	KRT38	4.29015032034841e-10	16099.0	8.380433410072829	8.380433410072829	0.18206595921060897	17592.0	2.6845913761167166	1.7406976481862306	20	3.27216046962036
VIT	VIT	2.03495384473719e-13	16098.0	8.245184520615469	-8.245184520615469	0.3563832004879285	14764.0	1.0132972358055217	0.7699511962938936	25	9.392656728920135
ARHGAP20	ARHGAP20	4.2085182963643e-13	16097.0	8.10509212476481	-8.10509212476481	0.2836858718484785	11872.0	0.8492787938071057	0.7318497142169633	25	9.91434879320955
KCNH8	KCNH8	5.89805057447562e-09	16096.0	8.09820231326389	8.09820231326389	0.36740743285648	10623.0	0.6551897838416685	0.6765799039809963	25	11.000936453517957
ADAM1A	ADAM1A	2.9062554629057903e-08	16095.0	8.09200927909916	8.09200927909916	0.553997735262475	8056.0	0.5499595763938777	0.759962659648424	25	9.924237206857514
CCSER1	CCSER1	4.0632795395310495e-09	16094.0	8.014138843596099	-8.014138843596099	0.385342120417444	6962.0	0.5893653115850058	0.579516998896844	25	12.812003006201252
QPRT	QPRT	1.2344157629713598e-145	16093.0	7.931049609946281	-7.931049609946281	0.408417610621839	8517.0	0.6676781767242287	1.0746638353150368	25	6.758738123064131
NECAB2	NECAB2	7.731850003197269e-08	16092.0	7.84938043304706	7.84938043304706	0.455108552013872	13355.0	0.9101967097636496	0.753753489402519	24	9.206171275948483
ADAM12	ADAM12	9.828975790188898e-115	16091.0	7.78971501066087	-7.78971501066087	0.1707266319846755	15871.0	1.5068213308524372	0.9556868729653399	24	6.574217829647112
LURAP1L.AS1	LURAP1L.AS1	4.09651801516281e-07	16090.0	7.704925547684339	7.704925547684339	0.37892171543003705	13577.0	1.3596338902859413	1.3127711836193268	21	4.833509248660035
PRKCB	PRKCB	2.07608974109757e-11	16089.0	7.68577380774562	-7.68577380774562	0.30742196621340806	10015.0	0.7329508978689978	1.1449347796235991	25	6.072680325216765
CALB2	CALB2	2.9371308454543894e-09	16088.0	7.6487825785144805	7.6487825785144805	0.291939244438958	13751.0	0.9719608279391595	0.7928415735621656	25	8.42138199259275
SLC6A17	SLC6A17	5.4472786302745496e-08	16087.0	7.6304274745097995	-7.6304274745097995	0.130786620355141	16728.0	1.6550187760824766	0.998834361067299	24	5.982381995791908
FAM71E1	FAM71E1	8.786880939952821e-08	16086.0	7.55796449831454	-7.55796449831454	0.507471067234949	4812.0	0.3528937449422836	0.3686906575266958	25	19.542319845331473
LHFPL4	LHFPL4	9.097195831693561e-08	16085.0	7.53783509918291	7.53783509918291	0.170661014350661	14890.0	1.304787525526556	0.9750271180599935	25	6.392691503861162
SIGLEC6	SIGLEC6	1.4451377377830998e-07	16084.0	7.5317774352072	-7.5317774352072	0.0828939267479586	16022.0	1.4038876971620902	0.7575770450831419	22	8.088800707223898
GABRG2	GABRG2	1.05792323840503e-24	16083.0	7.506741454827679	7.506741454827679	0.1004327461664844	15847.0	1.4170737497353856	1.1391684506576474	23	5.345713095878577
CACNA2D1	CACNA2D1	2.23988896908298e-15	16082.0	7.41121375621756	7.41121375621756	0.14061670496999898	11444.0	0.8797013522660851	1.1704194110487207	25	5.580488790850709
WDFY4	WDFY4	4.02269020513308e-15	16081.0	7.3799726098136995	7.3799726098136995	0.164456273793115	12991.0	0.8391930585501377	0.6746785467022577	25	9.694660639847012
GULP1	GULP1	1.19560513466815e-06	16080.0	7.35481830691058	7.35481830691058	0.23066651198827198	12483.0	0.7476622037845219	1.006921222452904	25	6.561740835127835
GCNT3	GCNT3	5.164971094080459e-101	16079.0	7.3254071964921605	7.3254071964921605	0.38853179946901506	14981.0	1.1936901210919728	1.198228841630576	25	5.117317212174607
PRSS1	PRSS1	1.4940046283360402e-08	16078.0	7.303123981961019	7.303123981961019	0.24424733730546103	17630.0	3.633363911904048	3.308801912642751	21	1.1090902891572383
IGFBPL1	IGFBPL1	1.2159769686033e-06	16077.0	7.13787908221943	-7.13787908221943	0.0732314942771416	16370.0	1.7279805908259929	1.1667514692283496	23	4.636718816365719
FPR3	FPR3	1.6454917663906e-07	16076.0	7.12553160702847	-7.12553160702847	0.5126416877785436	11063.0	0.8549995785005474	0.8477442077439572	25	7.396726478633519
GDAP1L1	GDAP1L1	4.77177916572075e-06	16075.0	7.1186314403688895	7.1186314403688895	0.13540212949321	17281.0	1.8317174834078618	1.4230458163765964	21	3.71520993640439
ZSCAN18	ZSCAN18	1.89832811444458e-42	16074.0	7.05584124261561	-7.05584124261561	0.42334069991073103	6495.0	0.4566981590923781	0.4242348737449439	25	15.55539983139324
DMGDH	DMGDH	1.04490863116455e-06	16073.0	7.0533505112961	7.0533505112961	0.6097951850102301	8841.0	0.5581220545901253	0.5207732762486971	25	12.47227681015674
