	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
DCN	DCN	4.6891692588643e-07	17166.0	8.77440020513565	-8.77440020513565	0.9994185152961801	16142.0	0.43060403889299015	0.2435652110437539	25	34.25692910119165
SLC1A6	SLC1A6	0.0454006247495956	17165.0	7.303605497347389	7.303605497347389	0.9994185152961801	14519.0	0.7348292218247124	0.7758439765564734	25	8.466620189123216
PALD1	PALD1	0.000880621064750477	17164.0	7.2995684692471094	7.2995684692471094	0.9994185152961801	2851.0	0.170678611912035	0.18462922236948165	25	38.61192592291093
CAMKV	CAMKV	0.13248793947587	17163.0	6.388139132613291	6.388139132613291	0.999752142765158	14040.0	0.5532761325758342	0.6148567845871231	25	9.489792007346185
KIF1A	KIF1A	0.0016288586827533599	17162.0	6.28590522438571	6.28590522438571	0.9994185152961801	15166.0	0.4245689402381578	0.3415180812953457	25	17.162594325653444
COL22A1	COL22A1	0.0335386592662024	17161.0	6.262510446266661	6.262510446266661	0.999752142765158	13924.0	0.39837845562021024	0.3375396388637229	25	17.373165446248567
PI3	PI3	6.92544879976578e-07	17160.0	6.25659608965763	6.25659608965763	0.9994185152961801	15738.0	0.534397223952165	0.4799528656336436	25	11.922418377794038
DIRAS2	DIRAS2	0.00308851684437068	17159.0	6.06289858627969	6.06289858627969	0.9994185152961801	15849.0	0.525397528690661	0.3829992947671444	25	14.458253926957529
CCDC8	CCDC8	0.000280506680086121	17158.0	5.902359526098759	-5.902359526098759	0.999752142765158	7845.0	0.18773606145565144	0.16620785811799196	25	34.38239039568311
CASP14	CASP14	0.0016288586827533599	17157.0	5.81234494039264	5.81234494039264	0.9995853290306691	14487.0	0.5952995577623258	0.8452507640224808	24	6.172186532908663
GDAP1L1	GDAP1L1	7.50101206891e-05	17156.0	5.66971538683591	5.66971538683591	0.999752142765158	16234.0	0.6454276043037885	0.547419104412154	25	9.178137449052775
IL13RA2	IL13RA2	1.0903644890784001e-06	17155.0	5.57048769562739	-5.57048769562739	0.9994185152961801	14316.0	0.5445917293824317	0.6725865896026174	25	7.4724891098622646
PART1	PART1	9.48758276802859e-06	17154.0	5.39403127948792	-5.39403127948792	0.999752142765158	6614.0	0.27302698812683424	0.3008189173439685	25	17.023544717786226
TWIST2	TWIST2	0.282462357199942	17153.0	5.34020196374755	-5.34020196374755	0.9994185152961801	10427.0	0.32020237375897004	0.35129284152392115	25	14.290070837229813
SERPIND1	SERPIND1	0.000312852306405167	17152.0	5.3249602075846205	5.3249602075846205	0.9994185152961801	16999.0	0.5559970368511418	0.4343336411842153	25	10.979953470172951
ITM2A	ITM2A	0.000394110024211639	17151.0	5.282794846271059	5.282794846271059	0.9994185152961801	13056.0	0.4124745569825098	0.4268483460917822	25	11.409954692061334
