	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
NTNG1	NTNG1	1.61731634215867e-26	15620.0	13.6806325927459	-13.6806325927459	0.618359828407776	14520.0	1.2248673611449985	1.4645089403470863	24	8.505079681281362
PAEP	PAEP	5.29900761809562e-09	15619.0	11.7865275992899	-11.7865275992899	0.777483984282411	17553.0	4.795750936625759	6.286354011061991	23	1.112055835602416
IL13RA2	IL13RA2	5.435428125054868e-78	15618.0	11.6935641860311	-11.6935641860311	0.5603200874209405	13972.0	1.449784292919717	1.6688005414018228	24	6.138408778622773
MAGEA10	MAGEA10	1.2262847696359199e-26	15617.0	11.400088429704	11.400088429704	0.526976774833109	14909.0	2.194643400763594	2.678701113493955	24	3.4365330953005486
GABRA3	GABRA3	1.5050883603667499e-18	15616.0	10.93805146584	10.93805146584	0.5895274071550296	10882.0	1.782744330528347	2.2220816387076954	24	4.12014886214358
DPP4	DPP4	6.09967909696972e-16	15615.0	10.260156170696	10.260156170696	0.611562229395717	12810.0	1.0703429200646883	1.3235298485759182	24	6.943412164462554
TNC	TNC	1.1904557243549e-25	15614.0	9.64116518012468	9.64116518012468	0.542071412876387	14683.0	1.1604112664297352	0.9875007091222959	24	8.588099061956882
CDH5	CDH5	1.8729909866718703e-28	15613.0	9.4737182102407	9.4737182102407	0.691542292155496	14112.0	1.7965442260503313	2.4547680142298516	23	3.1274539751565777
GABRG2	GABRG2	5.08375241091361e-13	15612.0	9.197502862334641	9.197502862334641	0.608906094652494	16090.0	1.5269147184977168	1.3664109759951808	23	5.61367573782134
HRH3	HRH3	1.4499533889343401e-12	15611.0	9.11955701632065	9.11955701632065	0.584190232080084	16726.0	1.7164622600307144	1.3852489429515873	23	5.34423418545692
IGFBP5	IGFBP5	2.182309038556389e-175	15610.0	8.87923637968532	8.87923637968532	0.608434271837339	15446.0	1.7403075965412211	2.2446856249401805	24	3.1803690921459644
GPR85	GPR85	1.17813546923852e-14	15609.0	8.851976565595109	-8.851976565595109	0.6997149934487301	11413.0	1.0837019840666529	1.2395635194177608	24	6.266943532814936
KISS1	KISS1	7.99787516830059e-54	15608.0	8.79472883136505	8.79472883136505	0.6537182662152985	16653.0	4.146261140640715	5.68675660277512	23	0.8174198432294248
GPR37	GPR37	1.87091365750179e-11	15607.0	8.6901612871623	-8.6901612871623	0.7435045417019275	7130.0	0.7100798788992121	0.8479107446507373	24	9.411463952553357
PAX5	PAX5	2.7906759942929104e-10	15606.0	8.53434321116867	-8.53434321116867	0.48865691811556355	15664.0	2.116985182270789	2.221090006433576	23	2.8892831944268167
KRT17	KRT17	1.2779299316606896e-141	15605.0	8.51961190450949	-8.51961190450949	0.365245264620045	17133.0	2.927398818437214	3.270636462491762	23	1.7098241122805198
FAM50B	FAM50B	3.37946126704736e-14	15604.0	8.381813244337371	8.381813244337371	0.598780991866069	4695.0	0.9588048310911338	1.3382163342164943	24	5.546942017855654
ADORA1	ADORA1	2.79826669851535e-10	15603.0	8.23451440556322	8.23451440556322	0.6226180392262161	10573.0	1.0935608487451856	1.31114065731148	25	5.446367265782682
AKAP4	AKAP4	5.42988274711665e-09	15602.0	8.10916091496139	-8.10916091496139	0.7352134214534709	17070.0	2.119947611571395	2.2923942498697816	18	2.6126454050084136
KIRREL3	KIRREL3	2.589115772733939e-101	15601.0	8.09932766535638	8.09932766535638	0.6961770381569239	11712.0	0.79499092118836	0.8476471212237155	24	8.617190528085592
SPINK6	SPINK6	4.11339885170519e-08	15600.0	8.08772854059516	-8.08772854059516	0.6642712068732775	16736.0	2.025138870332202	1.702194443591381	23	3.5616316884878216
