	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
SOHLH2	SOHLH2	1.2021114556910599e-26	15930.0	13.165856600269802	13.165856600269802	0.204885603526049	14920.0	1.6306179457750494	1.3101621342570031	25	8.804435995272005
THBD	THBD	3.14892901938111e-47	15929.0	12.433565622661	-12.433565622661	0.350538849121938	8180.0	1.5377063476975688	1.7473288451718927	25	6.235723347136501
PASD1	PASD1	4.9351256516428704e-17	15928.0	10.5267779143395	10.5267779143395	0.0817296431843142	16759.0	2.4418494338481587	1.801712107600721	23	4.487358688651855
MXRA5	MXRA5	2.8162016568945e-16	15927.0	10.3862815438624	10.3862815438624	0.19830969776967802	11928.0	2.0710426513184417	2.249969692894221	25	3.695711510606062
GALNT5	GALNT5	1.1068882175557199e-15	15926.0	10.1548589129314	-10.1548589129314	0.132942012361804	15500.0	2.1496450635512607	2.2079807536906317	25	3.6255813534603756
CLEC2L	CLEC2L	6.92890327975836e-13	15925.0	9.175178417999039	9.175178417999039	0.22741975303245002	14596.0	1.7889558507907055	1.4476995339680494	25	5.1020411307056115
LRP2	LRP2	1.3751966320077803e-49	15924.0	9.14780901514038	9.14780901514038	0.199384959821584	14278.0	1.8072470226451967	1.5520252895130304	25	4.729666482946542
GAGE1	GAGE1	2.80591413830838e-12	15923.0	9.076973242076859	9.076973242076859	0.311881244309014	16455.0	2.5051326644977685	2.0361867124608315	25	3.2275235553603525
CYP2U1	CYP2U1	2.9569653126301297e-12	15922.0	8.99317565919898	-8.99317565919898	0.380423569031112	1256.0	0.7608886104354587	1.3782977442858597	25	5.97279294905103
DSCR8	DSCR8	9.015986069120179e-11	15921.0	8.63199712825858	8.63199712825858	0.351209860642793	14074.0	1.697929578883629	1.5576622643634983	25	4.451586013228865
SNCA	SNCA	9.953379625675659e-15	15920.0	8.5066101654531	-8.5066101654531	0.268908459486196	6788.0	1.1187327022848084	1.507890599209065	25	4.8994784283710375
CACNA2D1	CACNA2D1	9.16532850017842e-20	15919.0	8.157164143445769	8.157164143445769	0.263952918736153	8975.0	1.3660630270335534	1.7709953804870016	25	3.83462384557138
INHBE	INHBE		15918.0	7.90682479294445	7.90682479294445	0.203050489626168	16146.0	1.842326091118087	1.4983587894821433	25	4.047427588369772
HAS2	HAS2	9.905315988993331e-09	15917.0	7.853700848498129	-7.853700848498129	0.21839725238724697	15178.0	2.102136161794374	2.138119536572478	25	2.690010819471687
LDB2	LDB2	7.619067772196179e-33	15916.0	7.76431998495902	7.76431998495902	0.153401625500574	8937.0	1.3939752344085525	1.5518969308798807	25	4.104876183329177
TMEM255A	TMEM255A	9.45707860879025e-09	15915.0	7.732188441045429	-7.732188441045429	0.428537076723994	9940.0	1.1606435532371804	1.2197888820691989	25	5.3874444868365705
ANGPT1	ANGPT1	2.8556055596357297e-11	15914.0	7.529462893319991	7.529462893319991	0.180347640359281	8536.0	1.227834296048005	1.6616152112528795	25	3.7924716592600736
MAGEA8	MAGEA8	1.24776225141713e-07	15913.0	7.432482453475701	7.432482453475701	0.15489763617310548	17047.0	2.195369291155512	1.3914038119359182	24	3.7639060044212282
FREM2	FREM2	9.230855233210991e-11	15912.0	7.40392619474381	7.40392619474381	0.0892042464207412	16709.0	2.193929939906767	1.8957890793755021	25	2.748194043059518
NOS1	NOS1	7.25381801833075e-08	15911.0	7.304204689812679	7.304204689812679	0.157007952978008	14940.0	1.8530779872369623	1.5877860878335652	25	3.433161900299453
CSMD1	CSMD1	7.75661895636216e-08	15910.0	7.30415817123417	7.30415817123417	0.158678844076722	12533.0	1.5205708732651793	1.3662555762943047	25	4.233166472158756
CTAG2	CTAG2	2.86942813056322e-88	15909.0	7.236404761408581	7.236404761408581	0.0913318765697143	16880.0	2.463984615288121	2.086915742910003	25	2.286829337664481
SIGLEC6	SIGLEC6	3.8537058551856704e-07	15908.0	7.2230725593651295	-7.2230725593651295	0.33593122547351956	13450.0	1.8191077674203038	1.8111063303589634	24	2.983792117204821
NDST4	NDST4	2.2008646081051098e-36	15907.0	7.20754931858209	7.20754931858209	0.259263445246573	13949.0	1.4780691938171686	1.1654717046500616	23	4.916018211257411
SULF1	SULF1	3.0051124203064796e-33	15906.0	7.202580361124849	7.202580361124849	0.18950615185659997	14586.0	2.185324057551576	2.4319822208295476	25	2.0630316540150897
TCF4	TCF4	1.50603248774005e-07	15905.0	7.18349591991351	7.18349591991351	0.26634032801308705	7990.0	1.028932081882817	1.5845521558283833	25	3.884103035291487
