	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
CXCL6	CXCL6	4.07939088881959e-14	7428.0	13.8500055687346	13.8500055687346	0.806880799016114	10192.0	1.363468729211326	0.8527880605535697	3	14.642016483460027
CP	CP	2.91375481095125e-17	7427.0	11.031047099187601	11.031047099187601	0.19816096461614802	9901.0	1.4184178997816708	0.6838247082372426	15	14.057153951317849
AMOT	AMOT	6.635563850977969e-77	7426.0	8.93143486228131	8.93143486228131	0.9602818703823044	6069.0	0.4802858213038756	0.4977131745892118	16	16.979958483021072
KRT14	KRT14	3.392030478851559e-78	7425.0	8.43289872414076	-8.43289872414076	0.38077901958333904	10688.0	3.8261181726094473	2.359879616768153	17	1.9521252350322353
PALM	PALM	5.133906082154088e-64	7424.0	8.08173423258237	-8.08173423258237	0.9198926846058301	6316.0	0.33408172178379136	0.2159360621776852	5	35.87938222390729
RARRES1	RARRES1	1.3861444837065698e-54	7423.0	7.63161542083059	7.63161542083059	0.230822209066321	10575.0	2.404721388950156	1.148656451428116	8	4.550441540098326
UBD	UBD	6.881598349364281e-06	7422.0	6.9262830354698	6.9262830354698	0.978687134465219	10253.0	1.5938944800556503	1.365326134836014	6	3.9055786155112386
L1CAM	L1CAM	1.1927837191782199e-76	7421.0	6.2899496178433205	6.2899496178433205	0.9336863888343285	6785.0	0.4514218321786325	0.27444504254070834	18	21.27394152072782
ALPP	ALPP	4.34606381074496e-142	7420.0	6.18842477995446	6.18842477995446	0.7994273360166795	10607.0	2.5109181169146324	1.4491055283999266	10	2.5377769879192007
KRT6B	KRT6B	4.393946563620979e-36	7419.0	6.1263437678889	6.1263437678889	0.6353996791404624	10592.0	2.8616407047350867	1.8200996448730806	14	1.7936946871837165
MSN	MSN	1.6503294735450795e-208	7418.0	6.05029375748178	-6.05029375748178	0.9943752017747169	4170.0	0.3435014401837739	0.39352336606562927	25	14.501787719375894
CCL2	CCL2	0.00022383562177897797	7417.0	5.758540942933919	5.758540942933919	0.8012137927803229	10080.0	1.264232177797505	0.5508665870721485	10	8.158615662321488
MMP7	MMP7	9.33775545079774e-06	7416.0	5.675409559026249	5.675409559026249	0.7629873783828309	10643.0	2.7239479291035837	1.493493530752483	11	1.9762132002243082
CFB	CFB	0.000141064120380872	7415.0	5.579611871358059	5.579611871358059	0.7392603029948629	10710.0	2.993740320054214	1.4736372592296196	17	1.7547544588114403
CALB1	CALB1	3.0956989743995393e-124	7414.0	5.57715732764303	-5.57715732764303	0.8987579826601285	9566.0	0.9348186522689734	0.6747162702060249	4	6.880430901653692
H19	H19	8.564988842358859e-47	7413.0	5.42942309700522	-5.42942309700522	0.937415930576907	9713.0	1.2030037956343922	1.01131882540208	21	4.179116610125881
