	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
NCAM1	NCAM1	1.1098030659067499e-31	7340.0	14.1410843346486	14.1410843346486	0.482947841509741	8944.0	1.4096589801200272	1.2317409438998077	11	10.336122556923115
FAM83A	FAM83A	1.1497644590942398e-75	7339.0	13.5623555670239	-13.5623555670239	0.005671301487521765	8760.0	0.9710102223921424	0.06715045143350241	2	187.509466814243
KIAA0040	KIAA0040	1.0468690728539e-37	7338.0	13.432336398052799	13.432336398052799	0.524605883795289	4133.0	0.6127372122689919	0.6824220395296683	3	18.785441329853874
COL1A2	COL1A2	1.5522830302785496e-116	7337.0	13.058816490258998	13.058816490258998	0.1503870598679917	9809.0	3.547619310227716	2.6502767603924466	18	3.588756209228083
SLC1A3	SLC1A3	2.2325829288942004e-10	7336.0	12.927361959858999	12.927361959858999	0.362427981878864	9879.0	3.962754827007683	3.209650334715369	11	2.7930167457466344
F2RL1	F2RL1	6.73117334407269e-26	7335.0	12.8085352330052	-12.8085352330052	0.361032019343416	2109.0	0.25689204317018627	0.17208992899342898	3	72.93653535248005
PLS3	PLS3	2.5490156039218695e-49	7334.0	12.6564014480334	12.6564014480334	0.6689665950940966	8037.0	1.538194597666307	1.4630857382704334	22	7.599149222457959
CA12	CA12	1.6459175413833793e-150	7332.0	11.4203539511605	-11.4203539511605	0.0178890046728341	8953.0	1.9830161169852103	2.484896533852116	6	3.797879592010786
FABP4	FABP4	1.86359434387428e-46	7331.0	11.3100100186379	-11.3100100186379	0.5234219241318521	9740.0	2.635004529898617	2.06387543809304	11	4.203260200990973
SDC2	SDC2	6.23815946762351e-46	7328.0	10.7185163732738	10.7185163732738	0.5994423569751839	5090.0	1.0131924186372756	1.3474682953892352	11	7.2026362236842125
ABCB1	ABCB1	3.19854938332276e-98	7327.0	10.549655059170199	10.549655059170199	0.4909112420632505	6994.0	0.5890303669654925	0.11754024737595559	2	84.74224714148666
GRB10	GRB10	8.209556712146989e-79	7326.0	10.533148874536801	10.533148874536801	0.48171770663832597	2238.0	0.5161564191979415	0.4777019830675831	9	20.969124706190932
ATP9A	ATP9A	3.8302961109379296e-74	7325.0	10.2828432537354	-10.2828432537354	0.6835684608142035	8924.0	1.1460384441156952	0.8690153086275352	18	10.51397451680082
L1CAM	L1CAM	0.0	7324.0	10.1492533947101	10.1492533947101	0.41276176367479206	9553.0	1.7688364426763408	0.7588958153221201	13	11.042908371390368
B3GNT5	B3GNT5	6.366953231703119e-117	7323.0	10.0938869241265	-10.0938869241265	0.517739878020766	2015.0	0.2298398756136285	0.17033637298960325	2	57.90922323510399
CDK18	CDK18	1.46448655493662e-48	7322.0	9.866261011669	-9.866261011669	3.3174907169491976e-06	8306.0	0.8175754968627774	0.5099430487635273	2	17.744502129692354
F2RL2	F2RL2	3.652316700330988e-268	7321.0	9.8082331551063	-9.8082331551063	0.526976786456492	2270.0	0.245022778900689		1	
APOE	APOE	5.38001076949203e-82	7320.0	9.753785600859858	-9.753785600859858	0.6257511458965554	9824.0	2.5022984239424093	1.5870375553277036	14	4.569196962336601
CLSTN2	CLSTN2	6.243856792779889e-137	7317.0	9.63799435196521	9.63799435196521	0.0592065640824418	5920.0	0.474946493032804		1	
F2R	F2R	2.4037959348776792e-200	7316.0	9.5882785590556	-9.5882785590556	0.27722061268688053	7360.0	1.072575735352176	1.6639449778261823	9	5.117779095573547
KCNB1	KCNB1	2.3630875705072695e-73	7314.0	9.45421456507693	9.45421456507693	0.9417672043710359	8364.0	0.831228445254013		1	
ELFN2	ELFN2	2.94043947618851e-37	7313.0	9.31399144321591	-9.31399144321591	0.2857578051221848	8330.0	0.823412853395946	0.010494900815051366	2	809.0194218551467
PTPRS	PTPRS	5.5067786148450974e-204	7312.0	9.03987981353926	-9.03987981353926	0.6891641674684126	9216.0	1.4951266019957166	1.2834687691244262	13	5.878408102357273
ICAM1	ICAM1	2.71929690046297e-32	7311.0	8.86862683692539	-8.86862683692539	0.27444072813766096	8838.0	1.276621112013583	0.6646536158143479	15	11.422499696492162
ADAMTS12	ADAMTS12	1.8668031416416693e-142	7310.0	8.84183390469475	8.84183390469475	0.8555625742459381	1080.0	0.16652904773297		1	
FRAS1	FRAS1	1.3222022168027698e-124	7309.0	8.79456794609264	8.79456794609264	0.466920766342821	3359.0	0.37375725356302075	0.28157990805343625	4	29.905580802063394
TNC	TNC	4.613080130480959e-41	7308.0	8.78074470170853	-8.78074470170853	0.5603728248051429	8799.0	1.9275283936224066	2.2239225745027293	17	3.081589434208836
TMEM178B	TMEM178B	4.410233161856349e-146	7307.0	8.75720970606158	8.75720970606158	0.4161318701349519	4129.0	0.352178277429458	0.23177975267258688	2	36.263009739703655
