	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
IGFBP7	IGFBP7	4.3097201854996486e-150	7356.0	9.90105011942488	-9.90105011942488	0.9994617469081659	6050.0	0.3266114947854326	0.2816779776960862	21	33.990724809057305
PTGIS	PTGIS	0.0	7355.0	7.395499642848309	7.395499642848309	0.999680418255729	4021.0	0.2764918688688679	0.2717160555182439	5	26.20017341412292
UGT1A6	UGT1A6	1.655175255737319e-187	7354.0	5.69869734510272	-5.69869734510272	0.999635996778445	5334.0	0.27070149365322593	0.19104605349398504	9	28.41197581514235
ADAM12	ADAM12	5.484926401791729e-95	7352.0	4.60736325681405	-4.60736325681405	0.999481899790795	7240.0	0.3843247261197356	0.37465576335238415	17	11.271783177461272
C1S	C1S	3.84566175312553e-46	7351.0	4.3958949025686405	-4.3958949025686405	0.9994718233494805	8639.0	0.5171280244726627	0.3805332530157723	18	10.192977479251232
PLXND1	PLXND1	1.76017817601463e-13	7350.0	4.2881619443356405	-4.2881619443356405	0.999658207517087	7801.0	0.38002783754110914	0.18959926433269625	16	20.6126016393017
RGS5	RGS5	5.560349893102306e-228	7349.0	4.25322714703363	-4.25322714703363	0.999635996778445	5888.0	0.4745003892526003	0.5156849089991865	19	7.3275884010540056
SEMA6A	SEMA6A	1.7210144071245196e-84	7347.0	3.73996108472413	-3.73996108472413	0.999680418255729	5570.0	0.26353511821813197	0.12318958079431247	15	28.2201298526255
AKR1C2	AKR1C2	2.11627612146057e-09	7346.0	3.71917770574158	-3.71917770574158	0.9994617469081659	7298.0	0.40725561131737764	0.3192732923683118	17	10.373313940094896
ALPK2	ALPK2	5.878229761622559e-13	7345.0	3.65714388755553	-3.65714388755553	0.999635996778445	3769.0	0.2781700865356671	0.2109812786279713	9	16.01551485038677
SLC2A2	SLC2A2	2.28574329732195e-40	7344.0	3.5655025958067297	-3.5655025958067297	0.999818415830298	291.0	0.0573440160344321		1	
NLRP1	NLRP1	1.83168894603599e-28	7343.0	3.5449622459821004	3.5449622459821004	0.999680418255729	9646.0	0.6305691635710217	0.279909080570572	13	10.411927603314348
CFH	CFH	7.130022735980998e-82	7342.0	3.47636667102108	3.47636667102108	0.9994718233494805	8650.0	0.5694279638141252	0.3440041544978036	18	8.450301164096887
