val_loss	loss	learning_rate	batch_size	epochs	kappa
3953.501428940717	3551.1328292137837	0.001	10	100	0.01
3548.4125114889707	3494.5552295041257	0.001	10	100	0.01
3493.9661901137406	3484.6187311373014	0.001	10	100	0.01
3466.8443136776195	3484.252890887645	0.001	10	100	0.01
3442.4144646139707	3472.1516465464547	0.001	10	100	0.01
3445.8327923943016	3464.5700576147997	0.001	10	100	0.01
3421.483190199908	3453.85147057419	0.001	10	100	0.01
3424.972261316636	3451.3737625830913	0.001	10	100	0.01
3411.075590245864	3440.185169024106	0.001	10	100	0.01
3407.9351698931528	3441.0338346672524	0.001	10	100	0.01
3412.8633099724266	3429.126003423938	0.001	10	100	0.01
3420.128532858456	3431.3071354723793	0.001	10	100	0.01
3394.6675666360293	3426.921387912592	0.001	10	100	0.01
3391.263564165901	3423.1693941969743	0.001	10	100	0.01
3388.0017161649816	3415.0683056521243	0.001	10	100	0.01
3392.976225011489	3408.099739503744	0.001	10	100	0.01
3386.325837976792	3400.43172538776	0.001	10	100	0.01
3379.882988424862	3400.625956267191	0.001	10	100	0.01
3394.5263133329504	3397.215506929057	0.001	10	100	0.01
3382.3562119427847	3394.333675170003	0.001	10	100	0.01
3378.7312514361215	3383.6010181081906	0.001	10	100	0.01
3379.3993494370407	3388.4148313340465	0.001	10	100	0.01
3367.455390481388	3382.988992182725	0.001	10	100	0.01
3371.128698012408	3375.29679023724	0.001	10	100	0.01
3366.988884420956	3375.85125090732	0.001	10	100	0.01
3354.059383616728	3370.6594256188873	0.001	10	100	0.01
3354.7995928596047	3365.9915905791563	0.001	10	100	0.01
3351.849957634421	3366.981285337714	0.001	10	100	0.01
3352.505012063419	3369.4683852813646	0.001	10	100	0.01
3354.8822954963234	3364.9415990554326	0.001	10	100	0.01
3348.478422277114	3353.4722276608345	0.001	10	100	0.01
3349.150724523208	3354.255699400214	0.001	10	100	0.01
3342.024482278263	3360.3163119365067	0.001	10	100	0.01
3346.132256002987	3355.5817304018947	0.001	10	100	0.01
3342.368106617647	3349.6999690795	0.001	10	100	0.01
3351.1420826631434	3345.216134292864	0.001	10	100	0.01
3337.929978314568	3344.799673961835	0.001	10	100	0.01
3335.8842378504137	3333.33110423193	0.001	10	100	0.01
3340.266066607307	3339.0509257048443	0.001	10	100	0.01
3346.560719209559	3338.701588525749	0.001	10	100	0.01
3339.611898983226	3335.0118697709736	0.001	10	100	0.01
3330.0424625172336	3336.1556035347267	0.001	10	100	0.01
3335.369837143842	3338.5538607646317	0.001	10	100	0.01
3330.35549029182	3330.841906111514	0.001	10	100	0.01
3327.786017922794	3333.184239021432	0.001	10	100	0.01
3323.653984518612	3325.423497430853	0.001	10	100	0.01
3326.3184814453125	3329.8973415533314	0.001	10	100	0.01
3323.2828799977024	3326.6162425743046	0.001	10	100	0.01
3325.181080537684	3325.2623425322813	0.001	10	100	0.01
3332.9073953067555	3322.634007535529	0.001	10	100	0.01
3322.1188210880055	3319.763470712676	0.001	10	100	0.01
3316.639163746553	3319.923751719132	0.001	10	100	0.01
3320.8642757640164	3321.0498387119883	0.001	10	100	0.01
3321.3111105526195	3317.3718775070674	0.001	10	100	0.01
3318.8556339039524	3315.146729112546	0.001	10	100	0.01
3315.7092428768383	3315.397570770935	0.001	10	100	0.01
3309.1479599896597	3308.134006938608	0.001	10	100	0.01
3316.1204403147976	3311.793819959123	0.001	10	100	0.01
3312.331137264476	3311.29962799893	0.001	10	100	0.01
3307.477700626149	3308.555506475397	0.001	10	100	0.01
3309.9832548253676	3305.6500103864228	0.001	10	100	0.01
3314.244327320772	3307.6151860244117	0.001	10	100	0.01
3313.4518181295957	3305.391313249733	0.001	10	100	0.01
3308.772331686581	3306.6277822480515	0.001	10	100	0.01
3310.7151381548715	3304.048828721921	0.001	10	100	0.01
3307.158271340763	3307.8675361017727	0.001	10	100	0.01
3301.669817756204	3297.7455529397157	0.001	10	100	0.01
3300.3674460018383	3295.9301513074956	0.001	10	100	0.01
3299.555477366728	3297.7376491108266	0.001	10	100	0.01
3302.584476246553	3297.8704096787133	0.001	10	100	0.01
3303.7748054055605	3295.9474846949497	0.001	10	100	0.01
3298.658400591682	3297.2776893671685	0.001	10	100	0.01
3300.641045065487	3296.321086109413	0.001	10	100	0.01
3300.5193984087778	3294.0366139307	0.001	10	100	0.01
3301.651851878447	3292.3021213372936	0.001	10	100	0.01
3302.6318897920496	3290.5572560503897	0.001	10	100	0.01
3299.6100966509653	3292.3587219685974	0.001	10	100	0.01
3301.125025132123	3289.228826023839	0.001	10	100	0.01
3296.1177727194395	3288.7585747679173	0.001	10	100	0.01
3296.941011316636	3286.669739217222	0.001	10	100	0.01
3293.220760569853	3284.52876621237	0.001	10	100	0.01
3293.6249353745407	3284.4468059959504	0.001	10	100	0.01
3297.5482429055605	3285.1025498070753	0.001	10	100	0.01
3292.3297944910387	3284.9839165647923	0.001	10	100	0.01
3295.144624597886	3283.2474732340693	0.001	10	100	0.01
3296.064187442555	3279.9083463860024	0.001	10	100	0.01
3294.919605928309	3282.487144712714	0.001	10	100	0.01
3292.8846543255972	3280.3106435761765	0.001	10	100	0.01
3288.269811293658	3282.540046822471	0.001	10	100	0.01
3289.866106818704	3280.573220101429	0.001	10	100	0.01
3293.7830128389246	3279.6276186917407	0.001	10	100	0.01
3283.1001730526195	3280.474498347723	0.001	10	100	0.01
3288.265775792739	3277.016425470851	0.001	10	100	0.01
3288.7587782915903	3273.500598114685	0.001	10	100	0.01
3284.1850298713234	3277.44936022024	0.001	10	100	0.01
3286.167107077206	3277.212753333206	0.001	10	100	0.01
3294.642053940717	3275.516871967642	0.001	10	100	0.01
3286.977675494026	3271.424900194835	0.001	10	100	0.01
3289.43947466682	3274.319246996294	0.001	10	100	0.01
3286.9438979204965	3273.168925614112	0.001	10	100	0.01
